,Mismatch,avg_Etotal,avg_hform,avg_evac,avg_gap,avg_cbm,avg_gap_dir,avg_gap_dir_nosoc,avg_gap_nosoc,avg_workfunction,avg_vbm_hse,avg_cbm_hse,avg_gap_dir_hse,avg_c_11,avg_c_12,avg_E_B,avg_emass_vb_dir1,avg_emass_vb_dir2,avg_emass_cb_dir1,avg_emass_cb_dir2,avg_alphax,avg_alphaz,avg_cell_area,avg_cbm_hybridization,avg_cbm_score,avg_vbm_hybridization,avg_vbm_score,avg_cbm_s,avg_cbm_d,avg_cbm_sp,avg_cbm_sd,avg_cbm_pd,avg_vbm_s,avg_vbm_d,avg_vbm_sp,avg_vbm_sd,avg_vbm_pd,avg_lattice_param,avg_PymatgenData minimum X,avg_PymatgenData maximum X,avg_PymatgenData mean X,avg_PymatgenData maximum atomic_mass,avg_PymatgenData range atomic_mass,avg_PymatgenData mean atomic_mass,avg_PymatgenData std_dev atomic_mass,avg_PymatgenData minimum atomic_radius,avg_PymatgenData range atomic_radius,avg_PymatgenData mean atomic_radius,avg_PymatgenData std_dev atomic_radius,avg_PymatgenData minimum thermal_conductivity,avg_PymatgenData maximum thermal_conductivity,avg_PymatgenData mean thermal_conductivity,avg_PymatgenData std_dev thermal_conductivity,avg_PymatgenData minimum melting_point,avg_PymatgenData maximum melting_point,avg_PymatgenData mean melting_point,avg_PymatgenData std_dev melting_point,avg_cbm_spd_card,avg_vbm_spd_card,avg_vbmsite_vdw_radius,avg_cbmsite_vdw_radius,avg_cbm_mend_no,avg_cbmsite_mass,avg_cbmsite_en,avg_cbmsite_nvalence,avg_cbmsite_mp,avg_cbmsite_atomic_vol,avg_cbmsite_atomic_radius,avg_vbmsite_mass,avg_vbmsite_en,avg_vbmsite_nvalence,avg_vbmsite_mp,avg_vbmsite_atomic_vol,avg_vbmsite_atomic_radius,avg_vbm_character_d,avg_vbm_character_p,avg_cbm_character_d,avg_cbm_character_s,max_cbm,min_vbm,max_vbm,anderson_gap,wf_diff,band_alignment_2,band_alignment_3
avg_vbm_character_d,0.09734077496809243,-0.3649222314770473,0.012566946769131686,0.18313261835438768,-0.3286955186684139,-0.010752951181835365,-0.339827208437017,-0.35592627620734324,-0.3429979731479816,-0.11597549973953968,0.43138786019301145,0.20140024038974072,-0.30101589985476956,0.23590119714426858,0.3482153076168927,-0.21069915815239856,0.02797167123999815,0.15665494296537077,0.06611249541627937,-0.013324455284748479,0.21897635739454335,0.034643762536175106,-0.28757573008698073,-0.3224076110702043,0.25466052287564217,-0.22285754675893535,0.3389394072233113,-0.23879702589326213,0.48852342544725175,-0.29245234092151423,-0.10899129217341855,0.29825571029185216,-0.27842137899970787,0.9279955760095191,-0.3340602063969618,0.37848886685082,0.5380452134399132,-0.29148375670624405,0.21301943443307986,0.2640312326946826,0.31687645235418127,-0.0019191029738420701,0.07631800293195647,-0.07417130104543489,0.07631800293195648,-0.21877125221539984,0.052627109284343124,-0.25171768149515383,0.05262710928434321,-0.10166742145879919,0.1493070408993801,0.14110497527675592,0.15028594151531488,-0.14184182853936808,0.5451057752186067,0.46557073980121716,0.5620638783214573,0.33411582051784994,0.9339132985606508,0.49648578524135467,0.08740583152371127,0.07983404117101248,0.07456031938093312,0.15024272389122467,0.23927251183284826,0.522463679628056,-0.156701978277688,-0.11968010969174397,0.2771147270555592,-0.5570425275075711,-0.4219628114199647,0.8218321415396727,0.4101148448636984,0.3126497402279122,1.0,-0.9642158274168073,0.45638712612343524,-0.2016426233003727,0.3014925216995695,-0.02692647442953897,0.5465592026611877,-0.6077511795028347,0.4804951101924993,-0.11424555599642335,0.5373764908523085
avg_vbmsite_atomic_radius,0.02841108093341467,0.35656427587182316,0.3069323488656989,0.14593464350321025,-0.32662962065230794,0.16377654173834263,-0.34414215873713894,-0.28703691330296033,-0.27035550522406065,-0.38926319664165177,0.46336945896680704,0.2372878852219466,-0.348446489942929,-0.49141958971733884,-0.3383458718422237,-0.23071466683407574,0.029720294713348205,0.1961045926807682,-0.04362051253029866,0.03340829177236016,0.19131527177656613,0.4643901670179617,0.5679872736573165,0.2206694026217679,-0.14472805996603683,0.2701634912828195,-0.2179312357705652,0.06528327847139355,0.06825539818823936,0.056732205671310286,0.185535210922364,0.007864278545901335,0.14959679370841616,0.2628945082260479,0.11684514334562489,0.1650078629006782,0.16664662605783084,0.5777147314490622,-0.17197875259546183,-0.400048935573355,-0.4170598255200576,0.20088152293822387,-0.20442613591138561,0.5331406181095457,-0.20442613591138575,0.7066814485774507,-0.48184517749384226,0.6298549268018846,-0.4818451774938421,0.39977784611342476,0.27941726183651355,0.29089551025360544,0.27595099150170393,0.461209515645454,-0.08423475876309557,0.08452669971819578,-0.18298834743488399,-0.12489364571113953,0.28159220504940513,0.936153290030551,0.325245734331856,0.19644279219663555,0.17992330472490503,-0.24483969146274098,0.041772983615566917,-0.07610780548874226,0.20319700936262822,0.3205637456684257,0.8058103254296494,-0.7017800737209462,0.403751059752943,0.2888640080279773,0.9621090070229116,1.0,0.3126497402279122,-0.3387790799646142,0.011565953355627979,0.10654565484601972,0.19252937734366776,0.3401552628466281,0.3831310122865079,-0.2420475837916887,-0.027410875419904373,0.031125581790276153,0.1671753904845909
avg_vbmsite_atomic_vol,0.04026979919105886,0.26940447502999776,0.2387231480398525,0.11910543463903472,-0.3486323140354007,0.13001271681704094,-0.35636321646857705,-0.3024719008627254,-0.2957726100444086,-0.38624648429913516,0.4847395345642586,0.22815160152432962,-0.3638640610964753,-0.38603604056354657,-0.22186985427658384,-0.2377423995200822,0.0058433896840943,0.21622175408837513,-0.056749709785306926,0.023055653414025483,0.2249102522312491,0.42273595737506875,0.497252123176746,0.14992285726074792,-0.08951924620140984,0.20556645488563227,-0.1452791538705802,0.043896100109228516,0.10029011152881004,0.03579930384833456,0.15631700421222705,-0.010984647711146597,0.15650194835810957,0.34065430704971156,0.11250800909352669,0.16472855232838624,0.20038345696426832,0.49834031981341614,-0.13964796329815246,-0.2839607218451539,-0.31513150203875306,0.19705621081055813,-0.16807083967897143,0.49482182143138215,-0.16807083967897143,0.586493055696096,-0.3769914648068909,0.5413004763486879,-0.3769914648068912,0.38297820512290515,0.304981008618648,0.3203073691813084,0.3016768872105008,0.34002927209294287,-0.0020444221417231347,0.12946500582459441,-0.07640257989509039,-0.09987827730844225,0.3726575989674593,0.9046139243353227,0.3016782518407176,0.1672246448128582,0.151427842323373,-0.20671456120956877,0.011299426975388027,-0.0015718177005802731,0.18309735019040424,0.28085235517322493,0.7917743958535298,-0.7042299446149503,0.18585020194941596,0.3528810153687,1.0,0.9621090070229116,0.4101148448636984,-0.4428347928859727,0.03244850086103521,0.06800524950342753,0.22106347219115624,0.3102169265030219,0.40739427180213483,-0.31055178513511583,0.0628839079239589,0.00913751747869391,0.23460584324293834
avg_vbmsite_mp,0.10475102817905864,-0.5138069113088111,0.14148144053277772,0.38127855410696626,-0.4271663093805511,0.1850230115352735,-0.42752164125191405,-0.4477812132265722,-0.4442275714221666,-0.298131295211616,0.5694822886149823,0.2432052635404529,-0.4138727792612637,0.3940234148446568,0.36651728003575496,-0.3409776709517937,0.11645325074741907,0.25088128512024577,0.019668476794644764,-0.07998419936134371,0.22029865120587677,-0.04478067502384959,-0.3312415929841376,-0.3014333081918171,0.23558886165664844,-0.19764652334120622,0.39685017556801666,-0.34207133933317,0.5075296478728485,-0.3732962283438488,-0.06726406773410121,0.3230646502776037,-0.21660855201790033,0.8035736102206076,-0.2681666320049528,0.4004688779107801,0.32227211749256884,-0.34060859188773496,0.2567891462185918,-0.010074713607828805,0.08199205706447597,-0.08220905964255615,-0.05595279305727085,-0.058972895196493194,-0.055952793057270876,-0.11415529846733069,-0.1458510252081429,-0.21166078276194333,-0.14585102520814286,0.1010917038713405,0.07453326885989228,0.061592194939063614,0.07365846767260352,0.08505883407170481,0.7139831259294611,0.7022864935066396,0.6769242404383373,0.4147073325887081,0.8687476642592513,0.5168357775353238,-0.0050090853113979265,-0.047153885151354775,-0.04883761981911238,0.19535223890354567,0.39614160870029175,0.6952767338826396,-0.2773615378990804,-0.24836932776786264,0.2607947439994249,-0.5859405639049691,-0.28061866180240114,1.0,0.3528810153687,0.2888640080279773,0.8218321415396727,-0.8100955109104406,0.45905820335699143,-0.2903694484243014,0.4183882013233673,0.20626144765918275,0.7104942934673112,-0.6006143489420164,0.37079575750253047,-0.1452930301018248,0.5571167607200209
avg_vbmsite_nvalence,-0.01065893644074452,0.5004739579061852,0.23246831076194732,0.05627471003847875,0.17012032951814138,0.29760757373163643,0.1335151694280453,0.17729769757062902,0.21292977629020052,-0.20934793510118824,-0.027459321146693565,0.21182556093710275,0.10923012822720674,-0.47966193215666425,-0.49359661780749375,0.11670823451604027,0.12103169711271579,-0.03911072407123086,0.07174560821391023,0.10231987456541208,-0.0050182818339467115,0.2832120531500658,0.5008500001148338,0.2415946411893619,-0.14284477309434984,0.20709462364143105,-0.2745107198830187,0.14997088318152949,-0.1521826112417765,0.11777025059681895,0.17668014869878504,-0.08673495794113735,0.08133382641134386,-0.361157900128846,0.12032135482734536,-0.08518929988907671,-0.21160993516833965,0.5178459089638469,-0.31828272107643024,-0.5584252978921739,-0.558499316026984,0.023337682122738977,-0.2776275121138234,0.29455454475639714,-0.2776275121138233,0.6979271941070024,-0.4894418892127486,0.5818465327437814,-0.48944188921274867,0.22126230243805853,-0.021107906255021246,-0.04808227013159299,-0.023104036904713004,0.5018935525298059,-0.35337086618036595,-0.18599795746690267,-0.45407482829819806,-0.21270604537156537,-0.3896680095240187,0.26343404147392047,0.2138614582205438,0.07801491829064162,0.07250592750618805,-0.37106076592126824,-8.838903142578203e-05,-0.3082699497783512,0.26772645941083434,0.3366435922440582,0.2413097821015956,-0.01819268169039864,1.0,-0.28061866180240114,0.18585020194941596,0.403751059752943,-0.4219628114199647,0.4509534447053124,-0.15132206878845605,0.2372192243854044,0.024781744765560495,0.15112376345342263,-0.05907452185120616,0.33885130572079997,-0.3546414518119573,0.09636124290630986,-0.30265202518482826
avg_vbmsite_en,-0.05773407723663718,0.12188592486619798,-0.3486613400730584,-0.20680018750006995,0.5921169950637785,-0.08864289544678072,0.5836459845860806,0.5759497824382147,0.5813491388532904,0.46882491910108004,-0.7197996578527441,-0.18641092290344952,0.6073073410688831,0.0420684108615103,-0.03476166363960735,0.532095801690854,-0.11227675647842739,-0.3316696062042996,0.16660277131961698,0.14025572886968404,-0.27810647160021595,-0.2123701954737495,-0.08980696980183658,-0.05265569995949693,0.07538182561531608,-0.10444893270761758,-0.10639583680045266,0.0975064266490386,-0.18039713768420146,0.1388564169649056,-0.008487221713019555,-0.1220306288323585,0.03470796634918803,-0.5374069014875829,0.06669375672562876,-0.16010435540364093,-0.23002593269797075,-0.0984709712125194,-0.039293036912472275,0.3390443530291043,0.3286325653040801,0.026947870158047563,0.1543341152786819,-0.14029725137806612,0.15433411527868196,-0.24848748308228008,0.35744846252928525,-0.16534894551958115,0.3574484625292855,-0.3290255324134367,-0.12886739105204736,-0.1818905683222384,-0.1259698957656591,-0.4010327383083291,-0.2241150995053458,-0.36901510303204726,-0.13056457775461383,-0.11070356645408674,-0.5141775229243731,-0.8298272243670007,-0.04654064222514782,-0.033137676206785635,-0.022401395852043746,-0.024542316031037528,-0.340119809789547,-0.20124134750229944,0.1452234951007296,0.05088691425980126,-0.41628218388543886,1.0,-0.01819268169039864,-0.5859405639049691,-0.7042299446149503,-0.7017800737209462,-0.5570425275075711,0.606926346596182,-0.139385802927612,0.08364534536750563,-0.2448606548195405,-0.4436805952637871,-0.6123814336525136,0.5316529383753247,-0.26375144669436174,0.11040423384767817,-0.47950203855327345
avg_vbmsite_mass,0.06796604516314643,0.29345201703357554,0.30770048776207165,0.1115419692784798,-0.29507834209929146,0.04582350309903951,-0.31153757929188425,-0.25336698371886285,-0.2385857587336387,-0.22832282701075585,0.3547393026650429,0.13691549247465998,-0.28242179246347227,-0.3505420700541048,-0.24679647495418108,-0.16239917566107856,-0.09754075751948521,0.1786352775194191,-0.0035004992125040276,0.04167596994227292,0.05068785462216399,0.36599632235001844,0.4580073331694638,0.2240276182657917,-0.1709029563072299,0.2987228781642379,-0.2632098263577456,0.004409628556823457,0.09023739340993774,-0.0004718105529611778,0.27779071320733834,0.14472348492621787,0.15918310572887953,0.18096995057432513,0.12269157358871102,0.3865055172286759,0.19928889679261505,0.45827838542969035,0.03839135501948203,-0.23637427510282913,-0.18462552964990456,0.4028701454953688,0.02121856721543614,0.6345291001666982,0.021218567215436104,0.5451756708302515,-0.39926539506053405,0.461450800079874,-0.39926539506053405,0.3960589744968329,0.16869299424394826,0.17993706515902774,0.1652111807525431,0.3099208956388672,-0.02637344862298662,0.11694725929300094,-0.09351427051608846,-0.059564359315608564,0.21867555271374955,0.7895103577645597,0.24775952709937474,0.3245070135175318,0.3180887963832997,-0.07073428616217568,-0.01634451841455155,-0.011877852697494144,0.09082429029217338,0.18238769149593342,1.0,-0.41628218388543886,0.2413097821015956,0.2607947439994249,0.7917743958535298,0.8058103254296494,0.2771147270555592,-0.2761239432017201,0.05823777885274315,0.03175097307229739,0.09763498084200133,0.26124441826501504,0.26587032411846373,-0.218986194180919,-0.08246191384774505,0.09355293733082481,0.060271661369971564
avg_cbmsite_atomic_radius,-0.07005451186712448,0.43809143989698995,-0.23446101143564493,-0.16961302020800587,0.20824973620878495,0.08289435396864475,0.17154900622364566,0.2298941642718884,0.26857793105336725,-0.07993104163828277,-0.15470780796208874,0.09279648817150933,0.1683027541884841,-0.6381103861622379,-0.4218082966943981,0.36478434687718947,-0.008624370379940181,-0.29613329049103077,0.16542407552690108,0.3305700700508251,0.09841827748642741,0.22274229673519452,0.6522729558489757,-0.014191165873335881,0.1034931533051967,0.02794210947245258,-0.118688488552508,0.01611617671298116,0.15002554478890417,-0.057961212490336436,0.09911579263763069,0.030214420048103673,0.12806969633263166,-0.1405521043700097,0.13843626840992226,-0.08953604774896391,-0.10100871327680164,0.6603743998125808,-0.4061197195271954,-0.07921959639529824,-0.1854332529655624,0.35150391294720446,0.12066731182229617,0.45072492093822936,0.12066731182229598,0.4145311977767411,0.27619254888111217,0.6661198456133468,0.27619254888111194,0.008497682677246904,-0.08182726226618617,-0.08029754337522242,-0.0819397311952524,0.05902009956794421,-0.3872055525067856,-0.3864955654139765,-0.3901183565059431,-0.015354738321818686,-0.11103812590391346,0.1719314330390624,0.6943761375287542,0.504609172813747,0.48962825293252626,-0.6332502048009454,-0.23186214587157206,-0.28719621530437334,0.9567683512387248,1.0,0.18238769149593342,0.05088691425980126,0.3366435922440582,-0.24836932776786264,0.28085235517322493,0.3205637456684257,-0.11968010969174397,0.11797402917415471,0.12718710083178122,0.06927759921102987,-0.0045492150521450475,-0.1177577170490972,-0.11219280509809808,0.17813276535828243,-0.20133407833052572,0.04559587844787571,-0.18574520731132338
avg_cbmsite_atomic_vol,-0.08871970885617492,0.3660991678169687,-0.3441884129894165,-0.22165036707216493,0.2916743847779655,0.05899835753389744,0.25674670862397625,0.31529488634270014,0.3517134425915709,-0.01858098736921428,-0.26082454375307546,0.05323447261074075,0.25143479207694025,-0.5453463029382775,-0.3543424124509583,0.4908770560700286,-0.06574882183902946,-0.40496318856313657,0.2827101006298847,0.449063411706003,0.0742893569537101,0.16159892812904023,0.6200424195897803,-0.08519633151557682,0.1721461641116479,-0.0724417840462422,-0.058536236367746755,-0.06549211167234778,0.18043790244777247,-0.11374351291384714,0.06315539558228485,0.036038226071643246,0.08279146827133943,-0.1912179213294616,0.09610156432981697,-0.14291579004077182,-0.1742488434665854,0.6173964564209432,-0.42910337311342517,0.0008516945371370831,-0.12053877192497724,0.3301141927649654,0.1417106752054887,0.383091813859054,0.14171067520548855,0.31144267678699133,0.4176872419928404,0.6007234912288892,0.41768724199284035,-0.04836914267881208,-0.08830056514065257,-0.08302669424236749,-0.08790526534806536,-0.03655315538764981,-0.3384053262233362,-0.36286793012702767,-0.32166386279815073,0.05733714894920624,-0.1453300838031468,0.04886034945861953,0.6831882953384136,0.43460572679276477,0.4265616527165859,-0.5684129034871654,-0.26741155894062707,-0.2638233331463895,1.0,0.9567683512387248,0.09082429029217338,0.1452234951007296,0.26772645941083434,-0.2773615378990804,0.18309735019040424,0.20319700936262822,-0.156701978277688,0.1574828300687854,0.15880512751837314,-0.039312741541111314,-0.013348634006559066,-0.1990628370474531,-0.19336686449850868,0.22434159535475848,-0.163849536626243,0.021203876482154816,-0.18745079247302435
avg_cbmsite_mp,0.1263831024484149,-0.6247118197406314,-0.12413037454604518,0.2937080419388275,-0.1518961136804756,0.2116088555520931,-0.14255280192653602,-0.182416228896209,-0.18178203270884216,-0.16644129876494865,0.3169001987333446,0.27679996043895866,-0.12225251301680518,0.6423131809700037,0.4235109953126591,-0.1628789161684076,0.2153295478851411,0.12982112736606746,0.14142681430691925,0.03779809849916704,0.10154448685342425,-0.3663846221343525,-0.5397589738495614,-0.6083233201491417,0.5572792695731545,-0.38098248071862395,0.42674609988433276,-0.5678021291749985,0.6810479176253087,-0.6224380053426158,-0.08454319231836147,0.585283091152399,-0.3199335204665062,0.5499813354161001,-0.3666148938044029,0.21852655255096592,0.26812391999823526,-0.5608653249365982,0.20792045547309665,0.09056699295125922,0.20798991672315434,-0.20441223601317957,-0.04645907059562365,-0.2822622300202522,-0.046459070595623604,-0.3033740217376683,-0.046613836259514714,-0.4357520123868732,-0.046613836259514686,-0.03871280646402052,-0.08998259801183864,-0.1456607589390116,-0.08967474968045147,-0.009316439007699517,0.9696563647929458,0.876778930606793,0.9466452762718062,0.6681312851586685,0.5639577708091995,0.12014077903813512,0.06974378864848271,-0.16987400761385982,-0.16234656019654753,0.05541216038975447,0.3151751494992327,1.0,-0.2638233331463895,-0.28719621530437334,-0.011877852697494144,-0.20124134750229944,-0.3082699497783512,0.6952767338826396,-0.0015718177005802731,-0.07610780548874226,0.522463679628056,-0.4970377574118441,0.6956341326870895,-0.46440038754254803,0.408461231676951,0.053368340726584904,0.4555747138354561,-0.3608672390915919,0.29713197615979514,-0.21522008616663196,0.38290637050143217
avg_cbmsite_nvalence,-0.009742833633344853,-0.33360909351539403,0.27957804107813644,0.18332049903618683,-0.3320826699491332,0.15697273776449353,-0.30592795372144554,-0.305786057237826,-0.3313115935204638,-0.3512465639256663,0.4288456760139659,0.13698461396464892,-0.306551274492603,0.2383139139048675,0.13077324288202175,-0.33792014759153494,0.2961321619929759,0.22495581073114343,-0.02031409960953151,-0.07729077144635374,0.04901014508041757,-0.03395183181767684,-0.2014786271639556,-0.17741325202270786,0.13618768506495524,-0.07346277322383613,0.25873796413661837,-0.49474824243836,0.18358681561136203,-0.3236981120715963,-0.17854388974394383,0.27410540693434726,-0.049896351864069356,0.28273337977866997,-0.0064717457674459645,0.10517603992241689,0.08331276615357962,-0.2040688371353245,0.2910525238067479,-0.29284082400924777,-0.160249620575406,-0.05065638710203325,-0.05501752217032945,-0.026021392742457627,-0.05501752217032939,0.014405922163097162,-0.24119005274274505,-0.08282494302414599,-0.24119005274274496,0.23379017902496985,0.10017601956531869,0.1371246296035996,0.09812099954588407,0.34823307570183787,0.4046939632218433,0.5005181193026054,0.3180329282144011,0.40949817596059157,0.2694042463346233,0.1782477299657631,-0.10964588806328102,0.07221901300438242,0.07729745922922028,0.421934983261838,1.0,0.3151751494992327,-0.26741155894062707,-0.23186214587157206,-0.01634451841455155,-0.340119809789547,-8.838903142578203e-05,0.39614160870029175,0.011299426975388027,0.041772983615566917,0.23927251183284826,-0.22010734085347936,0.17495345428959383,-0.5636624688945123,0.18433564932380314,0.3403948957531054,0.38320604676106396,-0.24492164964748006,0.03989322148256193,0.03901764666455244,0.17724811320810413
avg_cbmsite_en,0.032640088323391575,-0.2371333209090492,0.44247315737689086,0.01662607323091709,-0.3885901460523121,-0.37438977375959,-0.37667246277417066,-0.36374939596024985,-0.38295505275286373,0.185029447859338,0.11245668576257226,-0.43639091700227844,-0.35144415586159305,0.31097141924511273,0.270592230382267,-0.3707274615029724,-0.07572767589722251,0.19038536591198282,-0.18855391954914494,-0.2920546854922182,-0.10589920707384318,-0.14939097662160852,-0.33500792734947116,0.08886019072138554,-0.21276844266365935,0.023809452321869026,0.08743894856795585,-0.20098074755794973,-0.262407086912894,0.07391389067116522,-0.2808056033976374,0.045106312711990504,-0.002653008987994533,0.15575870757299418,0.023291397003908768,0.1397251020384658,0.204680327961504,-0.3447451979699931,0.8032724044168812,0.07825655665611016,0.34757108640697293,0.2520312364957482,0.33041164478240836,0.029887078281148734,0.3304116447824087,-0.3184694920725583,0.006282837074279508,-0.3723218523499432,0.006282837074279591,0.003569230154405229,0.08509316816195989,0.13902677671728877,0.08509872693086404,-0.008230246595807915,0.17821523364750894,0.21286242105393657,0.1754123462488009,0.09087337698332493,0.13781170476339355,-0.12496727326157407,-0.5136842727708473,0.1672071925507251,0.18498908038109593,1.0,0.421934983261838,0.05541216038975447,-0.5684129034871654,-0.6332502048009454,-0.07073428616217568,-0.024542316031037528,-0.37106076592126824,0.19535223890354567,-0.20671456120956877,-0.24483969146274098,0.15024272389122467,-0.14270076408699442,-0.19312245499018196,-0.3431089513715009,-0.2743764460416287,0.1336270028893661,0.023349768388020584,-0.2625178945495675,0.12184666096869655,0.14092336701899252,0.1812263258255829
avg_cbmsite_mass,0.004729308383852666,0.26530469738975776,0.265593108622897,-0.08105911978133605,-0.2726629173123652,-0.3238443183662698,-0.3115993628809734,-0.24411225165181583,-0.20805128125318362,0.13151190542924834,0.07424191798807903,-0.30649558924625825,-0.2800553621492761,-0.382993523443638,-0.16399409336927642,-0.0826108789623844,-0.0751771754528724,-0.051420777020447436,-0.018876340758738057,0.022547910699794557,0.07957482986466544,0.14914203172583654,0.34489376714270414,0.09670943374402088,-0.13520831474599407,0.17376957518792996,-0.1472203597786419,-0.14936668648607604,-0.022895493290082437,0.007405340993042978,-0.10352280261378365,0.23845211955808837,0.15292090799107075,0.08420048273816068,0.16800179877367927,0.20421395763944905,0.24475379404592973,0.34960156950686044,0.4424024670061292,0.017146848347950515,0.20708529965334163,0.8317297043528609,0.6217875116194741,0.6708080215409421,0.6217875116194743,0.1374618510821693,0.19715115863076277,0.2989569653227382,0.19715115863076269,0.0041379377885480744,-0.29131620279821285,-0.22351315377374367,-0.29148211086859555,0.036637105849720776,-0.22231721365047977,-0.19016861057526982,-0.22459147706497717,0.08267777531591325,0.02299141384539514,0.18883976705178215,0.4118390970035876,0.9990126236149184,1.0,0.18498908038109593,0.07729745922922028,-0.16234656019654753,0.4265616527165859,0.48962825293252626,0.3180887963832997,-0.022401395852043746,0.07250592750618805,-0.04883761981911238,0.151427842323373,0.17992330472490503,0.07456031938093312,-0.06767350020079907,0.06450186218779758,-0.12194490298764311,-0.3040524579216793,0.042237797206458566,-0.006974299246533581,-0.17140631393073816,-0.07137209172440477,0.1893542067737553,0.015570280100153275
avg_cbm_mend_no,0.005127320401403386,0.2731236352800635,0.26895276379970445,-0.07368590394324684,-0.2778403161707025,-0.31979594514114795,-0.3173156595800463,-0.25069949531216196,-0.21401313778000353,0.12786087405736773,0.08184166207304729,-0.3015396343107255,-0.2858787108149614,-0.3984700655013327,-0.17242684154946908,-0.08712876180517777,-0.07482455770330097,-0.0511608201946087,-0.02358982326271028,0.021018291343807963,0.08404374186450068,0.1617440351066997,0.35726236643899223,0.10510512625078489,-0.14123063430721908,0.1900256359148273,-0.1606853242922951,-0.13639667786978554,-0.020975945957065336,0.012998338588340378,-0.09926623637409897,0.23678643573518973,0.15906624981609332,0.09060888683776813,0.17285409806577978,0.20498444104263608,0.2553746092479696,0.3631265528037525,0.4296738254829216,0.009047297906199922,0.1936327657931827,0.8241950915274012,0.6054658070074347,0.6738687086281182,0.6054658070074348,0.1517722090338367,0.18980155180012706,0.31368694097297223,0.18980155180012692,0.008289113064827878,-0.28166079246100667,-0.2137573102397612,-0.2818597082107697,0.04595069969784228,-0.2312923988731609,-0.19780155724637463,-0.23537295808956638,0.07378827039465166,0.028923342629696164,0.2026911952846871,0.429543752023013,1.0,0.9990126236149184,0.1672071925507251,0.07221901300438242,-0.16987400761385982,0.43460572679276477,0.504609172813747,0.3245070135175318,-0.033137676206785635,0.07801491829064162,-0.047153885151354775,0.1672246448128582,0.19644279219663555,0.07983404117101248,-0.07373286224195759,0.06585692655199064,-0.1079632053344666,-0.3054029863444593,0.04846897623790189,4.974733201128837e-05,-0.1723255711281677,-0.07739439165913563,0.19213492347788308,0.014937996334607283
avg_cbmsite_vdw_radius,0.0060239708059298,0.25413465354734366,-0.23240092381573102,-0.07126464849501674,0.0640765124627073,-0.032845827901172915,0.035119321445359154,0.053083292243123005,0.08587817796199732,0.0391739660369438,-0.04944177134712083,0.04676784961864169,0.04567380239969041,-0.37786018608147176,-0.23652364732881398,0.312905961743468,-0.0006285941766908518,-0.26495958318969715,0.3259089967395866,0.4535219976537061,0.12153833651738545,0.13533888293672594,0.4287306064589009,-0.2793228080547747,0.34327700477863193,-0.048301367951017624,-0.06008705966893471,-0.24527246974331085,0.427912927205633,-0.2545379941135471,-0.022790172836196502,0.3098027089340193,0.07786696380519936,0.09096262311730502,0.04969907042337707,0.010262612818375606,0.11705451388120901,0.4259927569018898,-0.31019741057575334,0.036738241764311556,-0.03263516590181299,0.25097307091190935,0.03138772251314706,0.3241710853518374,0.031387722513147025,0.25360940955026035,0.1900726498000374,0.3801512558455786,0.19007264980003735,-0.03545165539555205,-0.14732352272786287,-0.14737469063501207,-0.14707030030685836,0.0038007994245368984,-0.012675564462292612,-0.06148210034890851,-0.013179862372052195,0.271029585840452,0.06370856901899057,0.2676423898423959,1.0,0.429543752023013,0.4118390970035876,-0.5136842727708473,-0.10964588806328102,0.06974378864848271,0.6831882953384136,0.6943761375287542,0.24775952709937474,-0.04654064222514782,0.2138614582205438,-0.0050090853113979265,0.3016782518407176,0.325245734331856,0.08740583152371127,-0.09239702823336778,0.42433266844628836,-0.15307766037094606,-0.039674310383588055,-0.1212237544277605,-0.01989360901836699,0.002686542422627684,-0.04735327581944578,-0.035112314087824614,-0.0074985016956514595
avg_vbmsite_vdw_radius,0.06796003655912138,0.1515496928896347,0.33017635742710977,0.20786645280505284,-0.46649754775649127,0.09965040132690164,-0.4796565341519149,-0.4407893124674302,-0.4269406050927903,-0.370425478414661,0.5990734076671114,0.22374320206530582,-0.4853174766565514,-0.3238315065009186,-0.21371336523805123,-0.36094363383536826,0.014488599986753291,0.2685625846889333,-0.07011888821967614,-0.023876698865981212,0.23773510797501113,0.33437233275843176,0.36803346459168057,0.12219067257066107,-0.08764697305936453,0.21093486128156358,-0.08658968947191177,-0.05897969894833377,0.19183837683936694,-0.0734500144900437,0.1363591718597457,0.14314708679015006,0.06697199718458861,0.4410468569879234,0.021403847701203425,0.2831571171050984,0.24923564360074976,0.37948886169627505,-0.022978052378729692,-0.329033320162899,-0.3039166602727916,0.1853259926567376,-0.13020769471755073,0.43675885022544314,-0.13020769471755078,0.521816862405321,-0.4420397474554089,0.4259824344704074,-0.4420397474554089,0.38127852328594564,0.16939792290303432,0.18612845691821175,0.1660491404797938,0.438087311605218,0.10484550839629646,0.253609318237104,0.006267258382552874,0.03440809888978873,0.4424430363877956,1.0,0.2676423898423959,0.2026911952846871,0.18883976705178215,-0.12496727326157407,0.1782477299657631,0.12014077903813512,0.04886034945861953,0.1719314330390624,0.7895103577645597,-0.8298272243670007,0.26343404147392047,0.5168357775353238,0.9046139243353227,0.936153290030551,0.49648578524135467,-0.5330203662649994,0.14348518207504835,0.0005901690930431099,0.2289887716629631,0.3438624130374941,0.5256083875765742,-0.44177092990809974,0.11312151901543221,-0.04034171796097934,0.34883184200868084
