Eb,do,Eg,IE,EA,wf,CBM,VBM,Eg_type
54.00435953,4.03766,2.0787,5.5172,3.4385,5.2827,-3.425,-5.511,ID
43.4231216,3.8117,1.6549,5.4818,3.8269,5.2748,-3.827,-5.482,D
41.65697175,4.25236,2.0042,5.7977,3.7935,5.5816,-3.793,-5.802,ID
56.22876669,4.04412,1.6547,6.1391,4.4844,5.9177,-4.486,-6.141,D
53.58382849,3.52624,1.6843,5.8405,4.1562,5.6224,-4.157,-5.84,D
-26.14683861,3.81578,2.1813,7.0095,4.8282,6.7886,-4.827,-7.005,ID
31.91950644,3.60047,1.7708,6.1181,4.3473,5.9011,-4.347,-6.119,D
-31.89138565,3.62403,2.2073,7.0377,4.8304,6.822,-4.831,-7.033,ID
49.81787933,3.38211,1.3829,5.8663,4.4834,5.6527,-4.482,-5.865,ID
52.91550549,4.15293,1.8009,5.681,3.8801,5.4762,-3.881,-5.68,ID
38.95861985,4.0621,1.9829,5.8116,3.8287,5.5859,-3.828,-5.823,ID
50.62302579,3.89312,1.6972,6.0878,4.3906,5.8816,-4.391,-6.089,D
-13.10475533,4.27328,1.7178,6.2149,4.4971,5.9847,-4.461,-6.204,ID
73.12292461,3.95988,1.6799,4.8472,3.1673,4.6362,-3.167,-4.847,D
342.4378384,3.14773,0.1676,7.2056,7.038,6.4191,-6.384,-6.364,D
329.2495431,3.01201,-0.2298,4.7795,5.0093,4.8513,-5.007,-4.827,M
176.972605,3.09481,0.9584,6.7662,5.8078,6.5396,-5.801,-6.763,ID
190.085021,2.9656,-0.2001,4.1512,4.3513,4.2657,-4.359,-4.236,M
385.3928107,2.89462,0.0596,6.2828,6.2232,5.9896,-5.934,-6.057,ID
3691.610893,2.99922,-1.5279,7.7592,9.2871,8.2956,-8.784,-8.039,M
191.8651128,2.82661,-0.1524,4.2947,4.4471,4.432,-4.583,-4.399,M
37.58489514,3.93257,0.7669,5.0044,4.2375,4.7944,-4.229,-5.006,ID
212.772269,3.16415,0.0242,5.7972,5.773,5.7853,-5.777,-5.794,D
340.5252191,3.43531,0.1906,4.7651,4.5745,4.5015,-4.359,-4.648,ID
333.6759687,3.89257,-0.028,4.1,4.128,4.0969,-4.076,-4.072,M
1091.834071,3.70944,-1.1854,5.5268,6.7122,6.855,-7.089,-6.258,M
183.6894307,3.46262,-0.5235,5.0313,5.5548,5.3353,-5.503,-5.036,M
364.5909562,3.08464,0.0151,6.6454,6.6303,6.6287,-6.592,-6.653,D
552.384192,3.75499,-0.5455,6.1934,6.7389,6.8831,-6.926,-6.884,M
31368.35712,3.74475,-2.6304,42.9154,45.5458,30.7768,-31.6,-29.317,M
235.7334748,3.08631,-0.098,6.3955,6.4935,5.8288,-5.82,-5.811,M
467.7030414,3.07222,-4.2075,2.2617,6.4692,6.517,-6.468,-6.57,D
160.5416497,3.99783,0.4556,5.9972,5.5416,5.7772,-5.547,-6.013,ID
43.74452163,3.67385,0.6711,5.1507,4.4796,4.931,-4.478,-5.16,ID
68.85618571,3.44511,0.6949,5.7419,5.047,5.3297,-5.117,-5.536,ID
10.56564892,3.74889,1.3523,6.572,5.2197,6.3338,-5.217,-6.571,D
174.5409696,3.7108,0.8988,5.2835,4.3847,5.0607,-4.384,-5.301,ID
152.4788648,3.98806,0.1791,4.0015,3.8224,3.9037,-3.797,-3.999,ID
221.8527785,3.87686,0.9004,6.0274,5.127,5.8083,-5.134,-6.029,ID
123.454996,4.07158,0.8703,5.5795,4.7092,5.3687,-4.691,-5.577,ID
116.3404659,3.97736,0.8616,6.2023,5.3407,5.994,-5.344,-6.204,ID
226.7361082,4.15199,0.2547,4.6247,4.37,4.4844,-4.357,-4.612,ID
42.44122672,8.82011,3.2834,4.6714,1.388,4.4523,-1.387,-4.671,ID
27.86143578,3.40434,1.0681,5.8851,4.817,5.672,-4.818,-5.885,ID
352.4436228,3.21725,0.0187,6.6736,6.6549,6.655,-6.589,-6.707,ID
5.753586933,4.13416,0.0667,4.9646,4.8979,4.9285,-4.892,-4.964,ID
68.46035313,3.55952,1.5139,5.9663,4.4524,5.755,-4.439,-5.966,ID
68.69360939,3.78436,2.3808,6.2672,3.8864,6.0559,-3.885,-6.268,D
49.32168105,3.79781,1.7193,6.3219,4.6026,6.1149,-4.605,-6.324,ID
56.75863764,4.22643,2.0462,5.4866,3.4404,5.2723,-3.44,-5.486,ID
59.41071683,4.01373,1.5828,5.9625,4.3797,5.7492,-4.379,-5.962,D
17.83391565,3.58467,1.6453,6.0142,4.3689,5.8004,-4.37,-6.015,ID
43.2913723,3.96128,1.5471,5.9428,4.3957,5.7298,-4.396,-5.943,D
48.1804712,4.04278,1.6278,5.936,4.3082,5.7205,-4.307,-5.935,D
50.0208911,4.09389,1.0274,4.9824,3.955,4.7661,-3.956,-4.983,D
76.95355969,3.76524,1.3125,5.4481,4.1356,5.2522,-4.094,-5.476,ID
-13.47451454,4.10614,1.4497,6.0424,4.5927,5.8224,-4.592,-6.041,ID
83.45021099,3.47692,1.0079,5.5711,4.5632,5.3829,-4.566,-5.598,ID
75.14416085,3.54253,1.6081,6.0332,4.4251,5.8282,-4.407,-6.032,ID
82.58347894,3.43323,1.3613,5.9719,4.6106,5.7546,-4.624,-5.971,ID
52.39067675,3.63735,2.123,6.3068,4.1838,6.0969,-4.184,-6.307,D
53.92960689,3.69706,2.3251,6.3591,4.034,6.1443,-4.034,-6.359,D
82.94007061,4.0504,1.143,4.8566,3.7136,4.6398,-3.715,-4.856,D
5.195877706,3.82668,1.2701,6.2588,4.9887,6.043,-4.989,-6.259,ID
52.5821474,4.02542,1.8365,6.1892,4.3527,5.9679,-4.352,-6.181,ID
36.47369981,3.70079,1.6644,6.3117,4.6473,6.0987,-4.647,-6.313,ID
53.36128449,4.21075,1.5959,5.498,3.9021,5.2781,-3.861,-5.499,ID
53.07076624,4.03253,1.367,5.553,4.186,5.3347,-4.185,-5.555,ID
49.01876439,4.24266,1.7856,5.8252,4.0396,5.5984,-4.039,-5.82,ID
-60.53058054,3.83958,1.455,6.8484,5.3934,6.6274,-5.393,-6.85,ID
74.05522586,3.64662,1.025,5.2688,4.2438,5.0458,-4.244,-5.262,ID
75.40237082,3.79182,1.2147,5.2805,4.0658,5.0628,-4.067,-5.284,ID
444.6718522,3.39184,0.0181,5.3954,5.3773,5.4217,-5.379,-5.397,ID
39.03431875,3.98241,1.8787,6.1397,4.261,5.9252,-4.261,-6.14,D
32.88263233,3.23811,1.1826,5.8338,4.6512,5.6189,-4.809,-5.834,D
27.86517198,3.90136,0.7836,5.3381,4.5545,5.1308,-4.555,-5.338,D
65.31302665,3.67694,1.144,5.4024,4.2584,5.2138,-4.25,-5.437,ID
86.32949232,3.76653,1.2316,5.4313,4.1997,5.2407,-4.181,-5.464,ID
229.6921218,3.55844,-0.1537,5.0633,5.217,5.1672,-5.234,-5.171,M
352.762786,3.80839,-0.0713,4.094,4.1653,4.1241,-4.143,-4.094,M
-2.412816787,2.89095,-0.0237,6.3519,6.3756,6.8181,-6.792,-6.851,M
5338.573975,2.95697,-1.2895,11.4855,12.775,11.6747,-12.495,-11.668,M
68.96359956,3.48851,-0.6065,4.6944,5.3009,4.9512,-5.088,-4.732,M
295.2291157,2.99767,-0.392,8.0777,8.4697,9.6288,-9.772,-9.31,M
197.4877256,3.17396,-0.1246,3.7555,3.8801,3.8334,-3.844,-3.85,M
194.377291,3.77683,-0.3214,3.876,4.1974,3.9642,-4.197,-3.994,M
306.2462939,3.44265,0.1241,5.3988,5.2747,5.3395,-5.282,-5.282,ID
196.3623979,3.371,-0.1127,5.2292,5.3419,5.3719,-5.339,-5.228,M
353.3166621,2.7979,0.0908,5.5917,5.5009,5.3275,-5.387,-5.307,ID
358.1531746,3.96023,-0.0404,3.5705,3.6109,3.6339,-3.582,-3.696,M
34.44577007,3.8821,0.6242,4.9657,4.3415,4.7569,-4.342,-4.966,D
48.06033721,3.92464,0.6626,5.0602,4.3976,4.8392,-4.397,-5.06,D
41.13305734,2.18829,0.0556,5.6492,5.5936,5.6104,-5.592,-5.646,ID
12.93841348,3.43195,0.0032,5.513,5.5098,5.4983,-5.512,-5.515,M
