,Unlabeled_ILD
1301,3.30777081100486
1302,3.4010185315216988
1303,3.3030620330420097
1304,3.5878775286288684
1305,3.6155025897334365
1306,3.15171452007803
1307,3.4760252362918935
1308,4.165045652019082
1309,4.183803228556604
1310,3.9530958761761177
1311,3.7747059017022697
1312,3.737624440450799
1313,4.03820933393717
1314,4.063818893351892
1315,4.118471357271446
1316,3.773157180707719
1317,3.2911880204111528
1318,3.459193742007621
1319,4.051190348701069
1320,3.79458117233732
1321,3.910955566775029
1322,3.941239520760515
1323,3.9837431867741655
1324,3.6692377748571143
1325,3.5838347851238566
1326,3.8242850194880975
1327,3.8822491499280076
1328,3.815310081900309
1329,3.5911680979076275
1330,3.198064592627896
1331,3.4441456227781653
1332,3.4206828024477454
1333,3.5565541656187585
1334,3.60310612069611
1335,3.1990339126033396
1336,3.5802134225025615
1337,3.6651107912786527
1338,3.591643743721304
1339,3.7338412161750147
1340,3.7404776482262476
1341,3.8046904637955303
1342,3.8643288678849634
1343,3.6808530107003103
1344,3.1159950472065603
1345,4.121848118020956
1346,4.13410985963423
1347,3.3457595151220874
1348,3.9526620784569966
1349,4.080594758159421
1350,4.01804792171691
1351,4.045773639183219
1352,3.7525221365206165
1353,3.2904153772185114
1354,3.4585934079533263
1355,3.896203875535141
1356,3.9927661859048333
1357,3.404339321344182
1358,3.854627704158595
1359,3.8291847448056493
1360,3.9175010539009936
1361,3.3460002874970782
1362,3.688759742826729
1363,3.6398215629969006
1364,3.537945548079023
1365,3.502547472546168
1366,3.8590033669215225
1367,3.851443333268911
1368,3.9462992179597602
1369,3.8777560709435726
1370,3.856435193832717
1371,3.898907285033461
1372,3.850642446441266
1373,3.9220223179018117
1374,3.7391793753518123
1375,3.8025840746830104
1376,3.8976356648660513
1377,3.8353062195647656
1378,4.024479635005764
1379,4.070873109542311
1380,4.103427321239824
1381,3.8775269572384117
1382,3.892717253263447
1383,3.9403786793942377
1384,3.9702139711861886
1385,3.817386477922042
1386,3.7972920750633943
1387,3.7575744342892783
1388,3.8368313297217145
1389,3.9170813706063017
1390,3.866312514578826
1391,3.9847303273387116
1392,4.088023038135292
1393,3.7047442834858932
1394,3.738631010987965
1395,3.781510781681141
1396,3.8267934237483785
1397,3.908149866228137
1398,4.136315326559548
1399,3.851458241995136
1400,3.8044247285955715
1401,3.8429606658327087
1402,3.53656894042857
1403,3.4653504221278353
1404,3.1080179728449013
1405,3.600965328453117
1406,3.0509817665041097
1407,3.965782575571951
1408,3.9210024379450594
1409,3.3826817733020684
1410,3.3207273746156534
1411,3.128961223396005
1412,3.573401565207359
1413,3.590088597536459
1414,3.4092632694149456
1415,3.487728561336558
1416,3.432836115585384
1417,3.713207950379999
1418,3.7527520998885935
1419,3.5503060289485964
1420,3.880722448531701
1421,3.626255155848738
1422,3.847446876990753
1423,3.8097186905907283
1424,3.1249638378016016
1425,3.2830098707866116
1426,3.381956781633278
1427,3.570253451597263
1428,3.5122846635856675
1429,3.4913336160225796
1430,3.022585899330767
1431,3.426963613197269
1432,3.530104126549002
1433,3.067937391829201
1434,3.4671917144339974
1435,3.4715097378667465
1436,3.5361806530204967
1437,3.2779360516620755
1438,3.6060193532945974
1439,3.5960609566992034
1440,3.6624450624944167
1441,3.4676071503446653
1442,3.768606632260652
1443,3.6953312514145873
1444,3.6404740179658717
1445,3.5985191068453615
1446,3.8231814373753528
1447,3.775830118352894
1448,3.5899928291596575
1449,3.7531904378579672
1450,3.8789750425108966
1451,3.8147688674406415
1452,4.052405987752615
1453,3.8020386506028987
1454,4.049887939024347
1455,4.051216436671653
1456,3.8890623233283597
1457,3.332328927786911
1458,3.4238074971292614
1459,3.406128126217457
1460,3.245790690788208
1461,3.464045629036922
1462,3.500068642021079
1463,3.460258163641512
1464,3.3760215255667885
1465,3.4183691407565004
1466,3.2412627312217173
1467,3.438655919764718
1468,3.6418924134053348
1469,3.3810643768717012
1470,3.4300025268267986
1471,3.4213756665090114
1472,3.2133902229739326
1473,3.6692458798518772
1474,3.5449731960737365
1475,3.6594503554636706
1476,3.8032472088149123
1477,3.768676346152942
1478,3.933071281857
1479,4.118460241942506
1480,3.9031359692543273
1481,3.765990168808275
1482,3.7688439755380125
1483,3.545003775811911
1484,3.8788423900230065
1485,3.7334975010137375
1486,3.7508834241937326
1487,3.80260842046613
1488,3.098942899778748
1489,3.2206341208343896
1490,3.0989229041718436
1491,3.110627738696956
1492,3.284634657629226
1493,3.311500947805486
1494,3.2614441065518753
1495,3.578151525278896
1496,3.5386629126023674
1497,3.593820807284441
1498,3.591223327116354
1499,3.01312035122449
1500,3.0435571300388684
1501,3.0669257720084055
1502,2.9966906859029665
1503,3.169388696940547
1504,3.9670918445783414
1505,4.168966015051929
1506,4.132010296084652
1507,4.182007045404358
1508,3.749683329065739
1509,4.18887557273104
1510,3.7391216013581543
1511,2.963766564740866
1512,3.6067377950232995
1513,3.410366087496398
1514,3.7127414228973388
1515,3.454157934721615
1516,3.4095035212713687
1517,3.2786328047323057
1518,3.7597714206838626
1519,3.464773289893512
1520,3.640334450005297
1521,3.583536372853473
1522,4.032139163731917
1523,3.9061281236614516
1524,4.050709646456126
1525,4.04047977320914
1526,4.099239133770382
1527,3.8578223303692405
1528,3.8631583854350504
1529,3.398393048583197
1530,3.8837438181126522
1531,3.7254368397471325
1532,3.4052296704224903
1533,3.779049114226831
1534,3.8527396594141305
1535,3.758156361087536
1536,3.788737282506311
1537,3.738215040832628
1538,3.530966608277701
1539,3.7133404950611064
1540,3.8468719398083953
1541,3.810781662205655
1542,3.4403494829219436
1543,3.495725815439915
1544,3.4542245978825545
1545,3.6704670364543737
1546,3.5697393336397742
1547,3.4189141725418275
1548,3.7285211605887314
1549,3.527549375246115
1550,3.4044836552122093
1551,3.117706630000947
1552,3.3475177650723476
1553,3.7686954178038836
1554,3.8822140299728645
1555,3.874075911782181
1556,3.8044026559544903
1557,3.772856855383189
1558,3.6218221347883794
1559,3.715371381451081
1560,3.862703255264895
1561,3.472686453317108
1562,3.7174454697957278
1563,3.583113888162934
1564,4.047026286284328
1565,4.044317564658461
1566,3.58431521373611
1567,3.618854246749172
1568,3.6736907091897937
1569,3.5923528467914716
1570,3.5338191907739387
1571,3.80726397765627
1572,3.6472320700393506
1573,3.489615695971129
1574,3.078336055605338
1575,3.7578303261410833
1576,4.134978030600119
1577,2.9040374166302634
1578,3.466105554047978
1579,3.3411135358036925
1580,3.685979327707438
1581,3.1347864940913617
