,Unlabeled_ILD
271,3.654288934349777
272,3.566360666190266
273,3.4409798826342555
274,3.9677755010911193
275,3.960243533416831
276,4.074122947695274
277,4.023286633391918
278,4.020054308997347
279,3.958295388714175
280,3.839169564311132
281,4.025639259429107
282,4.0491597186920165
283,3.974470232483031
284,3.904998779709455
285,3.707237990114302
286,3.6695897922487815
287,3.325411533982683
288,3.487296197630455
289,3.774325301858843
290,3.3994484051635427
291,3.742230976468245
292,3.5532095644840744
293,3.613793032858662
294,3.4915454156485843
295,3.6523750387615466
296,3.30434288135016
297,3.2199372713558736
298,3.2816292457467093
299,3.697964558614936
300,3.443527030622315
301,3.1982520362831783
302,3.4322496651274084
303,3.4590558813343057
304,3.461917752829546
305,3.55059149603882
306,3.5472088513454656
307,3.8433010424892653
308,3.7774853575430902
309,3.48054331402012
310,3.8285408419587017
311,3.915499219354772
312,3.7659859047703357
313,3.8635421105070806
314,3.6258049393390452
315,3.729874776090076
316,3.7790637695527622
317,3.3937831748984477
318,3.6008844031438043
319,3.5614884656666854
320,3.7590959885119326
321,3.4800460121747605
322,3.792590314743796
323,3.8580192926969263
324,3.7787720932790485
325,3.140057941201019
326,3.566005077336415
327,3.1057093319635616
328,3.3289371646575163
329,3.639163627265081
330,3.625477612121697
331,3.7373680610308373
332,3.7516465195006012
333,3.2948918577387802
334,3.404736688738808
335,3.7374717411108587
336,3.77327619246777
337,3.7949345901266045
338,3.6819252293895404
339,3.090369795908007
340,3.7276474028126074
341,3.7240143357425532
342,3.650689917396698
343,3.619821904669092
344,3.4498418231017687
345,3.4795573632009673
346,3.3120322574699985
347,3.270672830421541
348,3.696062584040951
349,3.045814389583831
350,3.999974628583839
351,3.4115573762920564
352,3.637821573524888
353,3.961314727575872
354,3.962095872495955
355,3.924736807240378
356,4.06593507331529
357,4.023325749806672
358,3.6600939226730795
359,3.9254050503972504
360,3.971771178917547
361,3.790526810098097
362,3.6859379044909906
363,3.6860635804343795
364,3.653770900666158
365,3.9411396128164906
366,3.48549217647312
367,3.4003774833095486
368,3.73627232103369
369,4.034839623736758
370,3.6008728029752404
371,3.686495038917466
372,4.042141599754748
373,3.694698192296626
374,3.5858841498917364
375,3.3648136693115123
376,3.4677150204930047
377,3.494485108842155
378,3.5141485748785195
379,3.3564234974815106
380,3.13115028735848
381,3.4863706439274136
382,3.4579877991145453
383,3.1706871550768163
384,3.4923965888804975
385,3.071736979325547
386,3.1054500028175225
387,3.430831041352916
388,3.068001794160691
389,3.413993266315821
390,3.612726210019697
391,3.672659688058412
392,3.400929816239006
393,3.317322408357858
394,3.320187379087408
395,3.3214923846613216
396,3.424282311574401
397,3.7767320211997837
398,3.6471591948709783
399,3.156628515377081
400,3.3572821471283216
401,3.228438146900881
402,3.4651832797567943
403,3.2545984286331313
404,3.392384435923075
405,3.0359671748026353
406,3.3202859810615157
407,3.2456319389972386
408,3.7976929696482364
409,4.0661261191268485
410,3.687925433094144
411,3.9773169853049657
412,3.812061497911113
413,3.7256311289015795
414,3.2562606892621297
415,3.9227350649394293
416,4.001065844064084
417,3.3194483648255537
418,3.9097125579099794
419,3.9530363013065806
420,3.8840193740276208
421,3.739229024050996
422,3.7836674360160374
423,3.403278076471715
424,3.6662727804622413
425,3.721714558032638
426,2.9880023019732227
427,3.746622777814265
428,3.0733195574488645
429,3.0402445634527835
430,3.967653981554678
431,3.375023169373459
432,3.8276130728183357
433,3.7791813841886963
434,3.8471452653440386
435,3.7261645497179345
436,3.826032706181853
437,4.0802664102635635
438,3.987527089885182
439,3.890258073293454
440,3.718943231302165
441,3.8147538213906973
442,4.119906625767582
443,3.6908409890057525
444,4.117552607686328
445,4.035511571186818
446,3.765589879431547
447,3.743630407246062
448,3.3637241976648524
449,3.8771267525784827
450,3.9815371776498916
451,4.059312772505959
452,4.085117030040802
453,3.473531582664246
454,3.7362584069633424
455,3.9160531143734243
456,3.9680020432965426
457,3.370621034304774
458,4.039292419111149
459,3.9540931827400545
460,3.812554668856773
461,4.0244399471190455
462,3.702352457214099
463,4.120432144834645
464,4.100812670648207
465,4.061182261192299
466,3.0585530423017118
467,3.408972505065779
468,3.339918067871003
469,3.120897671259718
470,3.6047363885327868
471,3.0646302415736724
472,3.514341724662599
473,3.573223650519524
474,3.5857347034415357
475,3.863574842571022
476,3.8557401659657216
477,3.7797273981500954
478,3.7105835258235396
479,4.002942887803321
480,3.136105335970075
481,3.661102228867574
482,3.2045763827529976
483,3.6460219126196094
484,3.742976788057837
485,3.8678841558918884
486,3.833368572759657
487,3.7214267555543596
488,3.6784943315203256
489,3.763344184398393
490,3.586923724850629
491,3.940496682205291
492,4.048042195303067
493,3.9800371442348412
494,3.4228204839813707
495,3.891426379981854
496,3.602483893116879
497,3.7790700953013587
498,3.2801583954289812
499,3.9738434458420624
500,3.3175682212067708
501,3.6488168142878843
502,3.541585860163223
503,3.588634025966294
504,2.9869717146711685
505,3.294067775689138
506,3.654591867252173
507,3.083508216124937
508,3.4822310480569825
509,3.749657226140469
510,3.041238999489876
511,3.3946718855371834
512,3.7606968929149285
513,3.3523401780956217
514,3.37515598167716
515,3.8055575021709798
516,4.060314359718045
517,3.9071008090023582
518,3.918779932604888
519,3.672504660125457
520,3.6704776770634506
521,4.084422745382195
522,3.981302659972842
523,3.973694236465623
524,4.10080511733351
525,4.069936526016131
526,3.944743200480655
527,3.7893917130626176
528,3.9837983674481636
529,4.013149145174649
530,3.8877078728835572
531,3.968013856013278
532,3.8453411092140124
533,3.886138236648879
534,4.009424353795592
535,3.9665844415112153
536,3.2107888110363456
537,3.4388023258415474
538,4.103381104950828
539,3.3676938268844867
540,3.2773956921905345
541,3.07666068286147
542,3.346517084151359
543,3.142473103623848
544,3.2779539399019586
545,3.962576472330217
546,3.1767820865414933
547,3.282233950516394
548,3.147751982223893
549,4.147985068451287
550,3.266935972757962
551,3.566075889037847
552,3.475447244717466
553,3.655193642608196
554,3.744442831568276
555,3.693532531024076
556,3.6619256648216285
557,3.705605173846477
558,3.6662449376248842
559,3.196333538139863
560,3.7155381172151687
561,3.770580817895935
562,3.800818766170582
563,3.8468985907309734
564,3.962457649904697
565,3.875142000852244
566,3.984571189706328
567,4.0537209151323585
568,3.747466050476683
569,3.8863992547810433
570,3.875596591620482
571,3.900400545091368
572,3.8482123247540247
573,3.88826408096923
574,3.6984475579739016
575,3.9255184129239
576,3.748198021039718
577,3.748108206078563
578,4.068124105275642
579,3.6449870538905715
580,3.9237446861115153
581,3.790564740681806
582,3.86695838403685
583,3.767909274986921
584,3.2681616690684
585,3.3191685341393313
586,3.431616229330161
587,3.2725522237619913
588,3.4701048944493915
589,3.5728691935045997
590,3.2695195134975763
591,3.6033811501604176
592,3.5911838824214133
593,3.360226895624934
594,3.41334696685309
595,3.825938243659608
596,3.90552206508871
597,3.8677904580193436
598,3.9207381570453483
599,3.7693072329100406
600,3.752725779717375
601,4.0170901843535445
602,3.7227249450332045
603,3.9552365091802244
604,3.810929908265856
605,3.8783840161576952
606,3.732274939432023
607,3.147021959961769
608,4.092969761029575
609,3.9301276181016647
610,3.748234781318003
611,4.031808156239974
612,4.125274395607362
613,4.1791548871137705
614,3.9521304396103627
615,3.881717556975828
616,3.6453151359092195
617,3.9646031716277825
618,3.8547270748541878
619,4.079897696750562
620,3.875104116409977
621,3.91853939484643
622,3.722888083144826
623,3.9650273698923835
624,3.796285274508902
625,4.180549981661837
626,3.962109875717096
627,3.9155470563567203
628,2.9995577429255187
629,3.1219476515627065
630,3.111257108952914
631,4.020705940017995
632,3.8253258429518664
633,4.0386052005845725
634,3.817598723130213
635,4.0509510969384195
636,3.626438915188771
637,4.037846691441132
638,4.1257107309734256
639,3.9001109167921264
640,3.8059836075625766
641,3.8736992184617725
642,3.9219822435764593
643,3.803109955706498
644,3.9444474690182316
645,3.8770609538896617
646,3.8886783561776195
647,3.790796111888159
648,4.0420161664091925
649,3.973613545175975
650,3.7603798836182776
651,4.1942865725731195
652,4.19643188056094
653,3.6210249457915884
654,3.747021225875072
655,3.790700680816403
656,3.8270401086416554
657,3.9085784188214507
658,3.9702802016086096
659,3.8183981559983247
660,3.4068064457291327
661,3.8070336341093505
662,3.7670406883199274
663,3.868034967158661
664,3.0396822314596235
665,3.3080302999860898
666,3.3277105792381962
667,3.4223053582822276
668,3.4161775007729167
669,3.296486838945311
670,3.4149104092340488
671,3.179131124943556
672,3.3687150694990966
673,3.5849574895799976
674,3.6776982386957724
675,3.7986871811257754
676,3.8092535524495426
677,3.8864074354098195
678,3.6977317452548593
679,3.7546437310846215
680,3.689378656966706
681,3.507538842005017
682,3.832490739676727
683,3.3825758740021055
684,3.682664726485797
685,3.7136256300224186
686,3.639187922771148
687,3.7843818728211507
688,3.8260679105205204
689,3.699355032008122
690,3.13970494457774
691,3.675004290099229
692,3.648350132805328
693,3.7172290115212694
694,3.821415459905229
695,3.7948685427859106
696,3.495256969552957
697,3.9251480382176
698,3.6133646170289935
699,3.6541590850008046
700,3.7266831559068945
701,3.64870390761493
702,3.924411740574514
703,4.135382330815601
704,3.917907575760764
705,3.6569997132971253
706,3.9086676645548764
707,4.003927723008767
708,4.02254095660868
709,3.353908661875444
710,3.795675457817517
711,3.6239036659294026
712,3.455818844999991
713,3.5610106725523463
714,3.4941575839296473
715,3.3756473635427606
716,3.4860757292766222
717,3.492119411588281
718,3.7024158271091654
719,3.702237055316225
720,3.6784183166818814
721,3.533642985312291
722,3.46474667699079
723,3.7595503976188804
724,3.6461904947209556
725,3.6935627594418836
726,3.601955659664145
727,3.623704990593805
728,3.274111284246895
729,3.512930358503896
730,3.437643634416898
731,3.4314020381104986
732,3.6322460234135248
733,3.5878410483621797
734,3.6173970984547403
735,3.553278514238465
736,3.599008225680757
737,3.411300475636912
738,3.636311117208518
739,3.6135124860380747
740,3.8986350695296466
741,3.7769396435893543
742,3.9479077148312864
743,4.01499220966855
744,3.631563745802155
745,3.98234555886902
746,3.496343024449483
747,3.9319593791482053
748,3.8566331716067013
749,3.91637209978264
750,3.7084902591721653
751,3.457755751158698
752,3.57093293409321
753,3.6234022043124168
754,3.531967227844273
755,3.803274875243436
756,3.9921788713132793
757,3.846607497907143
758,4.014763924852292
759,3.882476004013995
760,3.624090629404774
761,4.021410486285811
762,4.137903496963852
763,4.015363568764986
764,3.9387674254165894
765,4.034138578096253
766,4.0542804121028055
767,3.910186511151954
768,4.063633324440019
769,4.126805668279946
770,3.986434833578011
771,3.793110594135374
772,3.776544199852587
773,3.694609586508884
774,3.8097871439046957
775,3.665153909528261
776,3.800868954896689
777,3.971849966275734
778,3.8013549243253473
779,4.003783967929999
780,4.0991554439189555
781,4.043209278863789
782,3.932406598067117
783,3.9430201773166287
784,3.8369760304877674
785,3.8594750827311004
786,3.7337720587484537
787,3.8494353930768366
788,3.916078890106551
789,3.5510249689617175
790,3.7117143905413625
791,4.002575780388853
792,3.7430273032569272
793,3.7509359238628086
794,3.749171997945586
795,3.7231898192282333
796,3.781491753147873
797,3.8146356724532247
798,3.70980965797315
799,4.0236548195467225
800,3.6957961051489727
801,3.9259924269197715
802,3.7467505654086426
803,3.9091515558504897
804,3.3773589139163747
805,3.8725167784053025
806,3.798646899705672
807,3.999436457532993
808,3.954686808694312
809,4.10496364958946
810,4.153015835112262
811,3.7715299461683993
812,3.927542664820985
813,3.768072738904408
814,3.886209380235675
815,3.761295867065539
816,3.9342867105824793
817,3.994984169778337
818,3.8814230201254727
819,3.781496586365349
820,3.7763505308252086
821,3.8437248650036446
822,3.9173472041341384
823,3.4153090709171754
824,3.698290419223486
825,3.450643424548004
826,3.4923507654161745
827,3.4962829508469464
828,3.7228391180322817
829,4.008692423229374
830,3.961469684326997
831,3.9176479337355277
832,3.8375243350895856
833,3.892170998059254
834,3.914865510479606
835,3.7941880240751162
836,3.9699668247155255
837,3.9102616129085925
838,3.5677608582907645
839,4.080656829363746
840,3.962214323639449
841,4.1333620045170605
842,4.094544430861336
843,4.0257890005056085
844,3.872992265589833
845,3.562949011732206
846,4.007903617442486
847,3.980831162414429
848,3.8762544958515104
849,3.9867970796444396
850,3.953673312907691
851,4.0034695339429796
852,3.9887543681009294
853,3.8482633364318257
854,3.4434211508319823
855,4.009954879672498
856,3.9539931925260667
857,3.563058311707983
858,3.47539200018301
859,4.132514371729068
860,4.026148322248771
861,3.856523251801247
862,3.9081353677455377
863,3.5864385125747864
864,4.02042266957295
865,4.01376548410412
866,3.935743550160261
867,3.939069035071231
868,3.643497622693101
869,3.819164218316379
870,3.6916091023150055
871,3.5706735406808425
872,3.638513544489355
873,3.7590111165763846
874,3.957654409898855
875,3.6995968281707663
876,3.4016913190285702
877,3.2348175703238957
878,3.555830657264088
879,3.6982614375798777
880,4.0196781671884905
881,3.806715432279471
882,3.6320664624407466
883,3.47178457711691
884,3.591360656048516
885,3.35824585121485
886,3.819760758818899
887,4.020598903294034
888,3.4400455549154287
889,3.4222814238540846
890,4.208919494112801
891,4.046573069302555
892,3.3062479112717753
893,3.7627502692568333
894,3.8219007878835596
895,4.06061344807687
896,3.6085601338001023
897,3.889271909842943
898,4.035147349520951
899,4.127181469058702
900,3.732136395271576
901,3.433009612083612
902,3.593809436879983
903,3.5262743970720662
904,3.485135396674426
905,4.012391496881902
906,3.9292161578042775
907,3.8870062934498764
908,3.8487011518322642
909,3.98828991336594
910,3.453433897182495
911,3.3550120202402547
912,3.9765079526478315
913,3.425329068807086
914,3.9683691528022376
915,3.752616312722562
916,3.4274495184474936
917,3.7692367148624895
918,3.4827747210105344
919,3.9557408179734006
920,3.9128767520622967
921,3.691982045853774
922,3.7635597572013517
923,3.3573410661896186
924,3.9617607757437456
925,3.8579534506682385
926,3.4851384666409926
927,3.960323529203653
928,3.4239301012444137
929,3.7999919681966565
930,3.391057538876256
931,4.00153618197028
932,3.8790818495993014
933,3.6637861335739808
934,4.026292162035677
935,3.479910470253422
936,3.87582029190187
937,3.454330528002084
938,3.9021288619012875
939,3.9267643041549167
940,3.252786549860796
941,3.4120723682061658
942,4.00575471317321
943,3.8648923941180806
944,3.819840689707371
945,3.587329284580162
946,3.8044727805663285
947,3.409871355558707
948,3.7142064827764143
949,3.5820139024132844
950,3.488845251652553
951,3.360595955410282
952,3.4146634150393007
953,3.4724998693688542
954,3.3317519026592217
955,3.2686502076199813
956,3.6611572232484786
957,3.5954531938818133
958,3.5567456962668738
959,3.160853662188822
960,3.4900966378365874
961,3.318808998860377
962,3.7640924576365635
963,3.821174774406277
964,3.6801479224834206
965,3.5669197265111983
966,3.7740594215922663
967,3.607456100030548
968,3.85386430426236
969,3.493437205194352
970,3.6641165503893465
971,3.758215226268878
972,3.9224517287707457
973,3.837160201948281
974,3.782362528136513
975,3.663163574984857
976,3.6353923487900714
977,3.79870330202649
978,3.6270386070439415
979,3.670203939237975
980,3.236145713467066
981,3.7271864949722238
982,3.7056291451064918
983,3.6384717659729273
984,3.148157354002241
985,3.1978746338385253
986,3.268493506036348
987,3.152977991286019
988,3.667931841644837
989,3.4916654230544886
990,3.6603883258587246
991,3.4429937379511095
992,3.825308062522038
993,3.6883766038072956
994,3.811865644073531
995,3.7131947759288586
996,3.723958697554026
997,3.8261012326248407
998,3.498431605621264
999,3.727229260848835
1000,3.7298579798864746
1001,3.567659027427389
1002,3.7053452402548754
1003,3.483405225703744
1004,3.8479541173039533
1005,3.8852828202223852
1006,3.926211590310368
1007,3.987211449253306
1008,3.998247817163368
1009,4.0518761863867585
1010,3.896897125059019
1011,3.543162570617754
1012,3.2177643561997393
1013,3.3263336094477713
1014,3.151834383060276
1015,3.8291022833108874
1016,3.8459719349276607
1017,3.769684754486105
1018,3.5897733675103596
1019,3.8101043664805982
1020,4.065713175248488
1021,3.659972709339301
1022,3.914733854016144
1023,3.188806723674726
1024,3.3272985641945128
1025,3.2928275015545734
1026,3.4189325229935834
1027,3.6755594425282445
1028,3.1506431922453744
1029,3.193540190926249
1030,3.119559184702538
1031,3.1225414185921223
1032,3.2649016228624546
1033,3.2867980170016757
1034,3.183962635411857
1035,3.7322736472151545
1036,3.1052688410441944
1037,3.174054479169556
1038,3.6292862926667184
1039,3.50983093997495
1040,3.5765907359398272
1041,3.3141317964057544
1042,3.7175169573723745
1043,3.56540965919881
1044,3.7981865612747745
1045,3.795071561312414
1046,3.7313154397751442
1047,3.697278871574706
1048,3.743172481688508
1049,3.725067674422189
1050,3.5232951220162603
1051,3.8738577286256506
1052,3.8906737800980586
1053,3.966819986761293
1054,3.7799204328661817
1055,3.959298804509616
1056,3.792004489716878
1057,3.96582509285554
1058,3.8722973117703794
1059,3.860073068370219
1060,3.5246896788669226
1061,3.4101630776184626
1062,3.4498859109857642
1063,3.5795951770500385
1064,3.167091340893155
1065,3.7109428279662917
1066,3.59721612779769
1067,3.528340519816709
1068,3.6883701501890727
1069,3.0601637826881
1070,3.6093377016583137
1071,3.5417304590690586
1072,3.6095178323949955
1073,3.356078295920197
1074,3.7676489464828045
1075,3.74423511609843
1076,3.920865017679114
1077,3.7602735138731886
1078,3.571483772797043
1079,3.79634003611669
1080,3.8267832798516155
1081,3.7543979297991097
1082,3.972037026005399
1083,3.9174320775207985
1084,3.7133911402094277
1085,3.7108797526879638
1086,3.7557021394122123
1087,3.152244027113238
1088,3.004841742442503
1089,3.7790059221693224
1090,3.8829781616361325
1091,3.944770258927864
1092,3.9359819618289276
1093,3.8033949784859065
1094,3.953335946074775
1095,3.768349117765405
1096,4.0503843412556595
1097,3.8867314536509445
1098,3.785278146809443
1099,3.456151279133497
1100,2.9765246276634794
1101,3.1292575815123898
1102,3.2017231562149875
1103,3.4598073290377322
1104,3.1963297897426144
1105,3.318344961428251
1106,3.1236694929673283
1107,3.6643943270581696
1108,3.584611911453986
1109,3.648804602807938
1110,3.780685273364855
1111,3.8724463862021805
1112,3.757304343138403
1113,3.7435872391731646
1114,3.7873834154767754
1115,3.1215135445140696
1116,3.668974336332569
1117,3.63444086140048
1118,3.84938243738112
1119,3.591224937873841
1120,3.5574415424195087
1121,3.1526693878282277
1122,3.4598833938665416
1123,3.7388485222954673
1124,3.57285066047571
1125,3.7566612279313283
1126,3.8690594249267067
1127,3.8308853209180773
1128,3.6428716464610202
1129,3.699568597394639
1130,3.952499469438016
1131,3.927135316176204
1132,3.860907498024058
1133,3.978481425410921
1134,3.839227671884203
1135,3.4195273152890047
1136,3.9618299928237803
1137,3.905770575205917
1138,3.8381880392535477
1139,3.83981415548155
1140,4.0263981567305915
1141,3.8019290657666893
1142,3.572884162105029
1143,3.966682718892698
1144,4.101821543283796
1145,3.390833517385306
1146,3.8552977723021833
1147,3.869156650862766
1148,3.843284165445497
1149,3.8640616476804963
1150,3.6882401498723163
1151,3.347654705546851
1152,3.4330604793386805
1153,3.4957485525982914
1154,3.888731535196694
1155,4.0526579121372865
1156,3.451263578291902
1157,3.820842608784826
1158,3.7418977734401695
1159,3.980153846075556
1160,3.938195403944717
1161,4.017443665429691
1162,3.9659259890564
1163,3.81582925502746
1164,3.513780665766825
1165,3.721720198614875
1166,3.5273572599506435
1167,3.865802544950269
1168,3.8361521611982856
1169,3.8716019744197716
1170,4.020606559516785
1171,3.9405551815694535
1172,3.8465486876978643
1173,4.084809823791423
1174,3.959938060801588
1175,4.0781380533155565
1176,3.9226130941881525
1177,3.9903916083322715
1178,3.485251058247227
1179,3.9282740019865745
1180,3.9936179358456725
1181,3.6560003432499775
1182,3.929579811167218
1183,3.2333625128761327
1184,3.585845502836272
1185,3.975897328903554
1186,3.2251831956690773
1187,3.6272026889629787
1188,3.612987826893627
1189,3.410889072430939
1190,3.432510228855541
1191,3.5808541490928376
1192,3.5974817783135387
1193,3.326746761066272
1194,3.166992337581358
1195,3.6712406245204643
1196,3.723139632873173
1197,3.2746019222731024
1198,3.737962470391154
1199,3.871371682031537
1200,3.730659442690446
1201,3.298718881111671
1202,3.408707688130701
1203,3.379044269245847
1204,3.4866840312739877
1205,3.876784693813547
1206,3.778778275318852
1207,3.2215116952875293
1208,3.494266652809467
1209,3.729205205655763
1210,3.7455526936667174
1211,3.5012017953496826
1212,3.856711445315796
1213,3.51105753416562
1214,3.875877715350655
1215,4.1152414647780855
1216,3.753210647743152
1217,4.085875542220429
1218,4.111965753495181
1219,4.058455129978368
1220,3.4566024971241305
1221,3.0688707030663496
1222,3.9745854666449327
1223,3.982134556792622
1224,3.373640933085636
1225,3.8746113785977965
1226,3.9666085827605304
1227,3.9577482771543826
1228,3.3935854595512724
1229,3.751930625510862
1230,3.669273142042738
1231,3.584824531655076
1232,3.1968988626212993
1233,3.477177800859631
1234,3.3923472823220875
1235,3.22268202699223
1236,3.6596101650519093
1237,3.534102380194459
1238,3.2986734432326386
1239,3.4112124745682646
1240,3.4433705407139867
1241,3.099462111748176
1242,3.7135308808733147
1243,3.949684886030375
1244,3.8935282107857123
1245,3.6562084308154885
1246,4.016005575029641
1247,4.056549265308092
1248,3.921705616013459
1249,3.4274815740781355
1250,3.073819327121833
1251,3.2566612911014468
1252,3.2375121362744683
1253,3.537885815808901
1254,3.6484432916386367
1255,3.6671047317822705
1256,3.4499977781280453
1257,3.8324946989899025
1258,3.4078396241658644
1259,3.6420732431055685
1260,3.7163823973581263
1261,3.5566929215849763
1262,3.687720509071148
1263,3.487198717902146
1264,3.9070800536983663
1265,3.496694548014575
1266,3.561720803689613
1267,4.131201911413393
1268,3.9887546217699157
1269,4.048851113365466
1270,4.158792587957776
1271,3.612556593888919
1272,3.972732010096678
1273,3.333982058575759
1274,3.113058466813629
1275,4.029046867498645
1276,3.877287220785785
1277,4.057236146750324
1278,3.7229251773322085
1279,3.7029661127546465
1280,3.266318432314306
1281,3.809316783961967
1282,3.9200141547282588
1283,4.029367615772169
1284,3.672289488232722
1285,3.657655144942325
1286,3.5653637594696104
1287,3.471048897492918
1288,3.457844516980312
1289,3.3121717496621965
1290,3.5884525478568357
1291,3.92932366117006
1292,3.372160792319515
1293,3.2016817428449675
1294,3.8151287125359086
1295,3.940224466487482
1296,3.3192749121891683
1297,3.7060208498194234
1298,3.5278473375820876
1299,3.674101764259603
1300,3.00756013839592
