,Unlabeled_EA
1341,4.5243186428199635
1342,5.02894195445797
1343,4.756569560842754
1344,6.420467568229785
1345,4.499563866192804
1346,4.699060025505216
1347,4.460001581224928
1348,4.59855711144029
1349,4.799415547489832
1350,4.745049819709858
1351,4.159713591297717
1352,5.209369876876063
1353,5.555143069338486
1354,3.8718928114207634
1355,4.249459548524555
1356,3.592244481894526
1357,4.006847343034291
1358,4.020169905395471
1359,5.228146028198934
1360,3.927174357931639
1361,4.352735452250703
1362,4.841919634595993
1363,5.5428587674431276
1364,4.539328758970457
1365,4.271653226680608
1366,4.818293188331918
1367,5.304126598550265
1368,4.8367875794337625
1369,5.115384912914967
1370,4.512506996492159
1371,5.38363162625966
1372,5.25312399091057
1373,4.487263655913806
1374,5.337703734558863
1375,5.352309013417553
1376,4.735318734978569
1377,4.389591638930741
1378,4.208547561451481
1379,4.407315718400861
1380,4.304339917923085
1381,4.9503356908977825
1382,5.395476031766892
1383,5.253392547226241
1384,4.977968522089316
1385,5.378962036749838
1386,5.350084038394615
1387,5.13571302455001
1388,4.2182470563545795
1389,4.380769211146147
1390,4.463728511698028
1391,4.632084190038201
1392,4.65744225939297
1393,5.945650813308448
1394,4.880405180514311
1395,5.422019383311245
1396,4.940994007390831
1397,4.3176994196596095
1398,4.477024957944556
1399,5.200647724333521
1400,4.495595952845526
1401,5.261956014114964
1402,4.941133045235887
1403,4.580057646341303
1404,6.213401607919248
1405,5.093132488183359
1406,6.4811179824961815
1407,5.1013816322252925
1408,5.041819181624348
1409,4.389463419498728
1410,4.831438209179204
1411,5.070675654592203
1412,4.065555106104674
1413,3.9742248072806925
1414,4.258159784963924
1415,4.13210918314715
1416,4.189119977622206
1417,4.554203256319704
1418,5.384151510195222
1419,5.369810855086599
1420,3.9460041685817746
1421,4.609985328120349
1422,4.634061434364514
1423,4.600796897788057
1424,5.533651922814017
1425,5.286790233035124
1426,5.332824837161445
1427,5.331694709365682
1428,4.778634029148296
1429,5.418674798227859
1430,6.233522454985909
1431,5.178307710315714
1432,5.258103691447925
1433,6.211033895734417
1434,4.1191446308876225
1435,4.185132312746236
1436,5.391223022944142
1437,5.674021434655688
1438,5.087841216314249
1439,5.012066966777846
1440,5.145986193089226
1441,5.034018675733843
1442,3.8873802418459027
1443,4.086973057229004
1444,3.9679018162891806
1445,6.170327168943414
1446,5.927185199661633
1447,6.174145047977789
1448,5.645025851706136
1449,6.077950088872849
1450,5.955489928919163
1451,4.620920843654298
1452,3.602059755806107
1453,3.946906992257305
1454,3.6512634123544023
1455,3.198210388785242
1456,3.899487022605741
1457,6.0645803752611025
1458,6.031383078019417
1459,6.2085549517212675
1460,5.864250562776803
1461,6.027201084915159
1462,5.977020892149172
1463,6.064831294849545
1464,6.139577638118375
1465,6.316921858290869
1466,6.372177783281604
1467,6.202886450763262
1468,5.954388360182216
1469,6.057443397924718
1470,6.148243377770728
1471,6.227569863250635
1472,5.1767285271974215
1473,3.923544902210442
1474,4.636387152095019
1475,4.270413466893219
1476,3.575109261308537
1477,5.234586880907421
1478,4.49245334911712
1479,4.266908065741682
1480,4.511143185186338
1481,5.575574535204025
1482,5.759766453706223
1483,5.451101543192688
1484,4.534114149359613
1485,4.7064445385405245
1486,4.730250159884746
1487,4.574689696290478
1488,5.903011078059813
1489,6.18278605946212
1490,5.628183205910952
1491,6.015861261177437
1492,6.195163836277175
1493,6.1295870075379595
1494,5.49633900195973
1495,5.617408680135139
1496,5.382238151722858
1497,5.194379804455007
1498,5.077056584098517
1499,6.784606349902526
1500,6.050828299377512
1501,6.007582064087851
1502,6.511085096190195
1503,6.3289433442853325
1504,4.956534685609528
1505,3.983206917373658
1506,4.095369605341185
1507,3.939227455091963
1508,4.436432396717651
1509,4.173777920814
1510,4.513412329212478
1511,4.8538092914717845
1512,3.6955652323567207
1513,3.9550497289825
1514,3.5688757416471413
1515,4.356133721279581
1516,5.078980623320376
1517,5.2141863155792665
1518,4.060407387559987
1519,4.368476669192061
1520,4.084912227864462
1521,4.379675106827613
1522,4.9083937247325835
1523,5.275695266156477
1524,5.1717090793416345
1525,5.256384309873151
1526,5.028774003514443
1527,5.179645217245488
1528,4.393655541946867
1529,4.610413708186469
1530,4.497233913545517
1531,5.242644357105401
1532,5.2089416821737435
1533,4.031270607769442
1534,3.8981400422415726
1535,4.170856741045374
1536,4.148139479016427
1537,5.004724048838423
1538,5.120052384622447
1539,4.315718271531976
1540,4.180311984910956
1541,4.245754473925295
1542,5.403997179470195
1543,5.559936582738147
1544,5.34009712755524
1545,5.001294993375214
1546,4.98974006099919
1547,5.570426070356521
1548,4.947481015747479
1549,5.472198280546323
1550,5.563590759611129
1551,5.886613768183668
1552,5.291177099856053
1553,4.356511838589045
1554,4.561011143477661
1555,5.956427163083365
1556,5.792353705434399
1557,6.0600013306572516
1558,5.4769703900598525
1559,5.926885295904087
1560,5.896618936820007
1561,4.407393714384583
1562,4.478290469542139
1563,4.547487214878833
1564,4.1471527225888725
1565,4.2988423275956285
1566,5.315907196471767
1567,5.357320785007266
1568,5.343409632257012
1569,4.643766149664676
1570,5.421472666496949
1571,4.0628692683409
1572,4.659527799564687
1573,5.535708744006269
1574,5.8971288912547495
1575,4.5764517706499594
1576,4.587622796696997
1577,5.107023165493293
1578,4.194540856727054
1579,4.090557433497547
1580,3.531301735247527
1581,4.499736048277089
