Formula
Br2Pb-CdI2
Br2Pb-HgI2
CdI2-HgI2
CdI2-GeI2
CdI2-Cl2Sr
Cl2Zn-PdSe2
HfS2-PdSe2
Br2Mg-PdSe2
Cl2Mg-PdSe2
Br2Ru-PdSe2
Cl2Ru-PdSe2
PdSe2-S2Zr
F2Hg-PdSe2
Cl2Zn-HfS2
Cl2Mg-Cl2Zn
Cl2Ru-Cl2Zn
Cl2Zn-S2Zr
Cl2Zn-NiSe2
Cl2Zn-Se2Si
Cl2Mg-HfS2
Br2Ru-HfS2
HfS2-HfSe2
Cl2Ru-HfS2
F2Hg-HfS2
HfS2-NiSe2
Br2Mg-PbS2
Br2Mg-PtTe2
Br2Mg-Br2Ru
Br2Mg-HfSe2
Br2Mg-PbSe2
Br2Ru-PbS2
I2Zn-PtTe2
Br2Cd-PtTe2
F2Zn-O2Zr
F2Zn-O2Pt
F2Zn-O2Sn
F2Zn-O2Pd
CaI2-HgI2
Br2Ru-Cl2Mg
Cl2Mg-HfSe2
Cl2Mg-Cl2Ru
Cl2Mg-S2Zr
Cl2Mg-F2Hg
Cl2Mg-NiSe2
Cl2Mg-PtS2
Cl2Pb-HgI2
Cl2Pb-GeI2
Br2Ru-HfSe2
Br2Ru-S2Zr
I2Mg-I2Zn
I2Zn-PbSe2
Br2Cd-I2Zn
NiS2-O2Zr
O2Pt-O2Zr
O2Sn-O2Zr
O2Zr-S2Si
GeI2-HgI2
Cl2Sr-HgI2
NiS2-S2Si
O2Pt-O2Sn
O2Pd-O2Pt
GeI2-I2Mg
HfSe2-S2Zr
F2Hg-HfSe2
Br2Cd-I2Mg
Br2Cd-PbSe2
Cl2Ru-F2Hg
Cl2Ru-NiSe2
Cl2Ru-PtS2
O2Pd-O2Sn
O2Sn-S2Si
F2Hg-S2Zr
NiSe2-S2Zr
PtS2-S2Zr
F2Hg-NiSe2
NiSe2-PtS2
NiSe2-Se2Si
PtS2-Se2Si
Al2S2-Te2Ti2
Al2S2-Se2Zr2
Ga2Te2-S2Tl2
In2Se2-S2Tl2
Al2Te2-S2Tl2
S2Tl2-Se2Tl2
In2S2-S2Tl2
Ga2Se2-Te2Zr2
Te2Ti2-Te2Zr2
Ga2S2-Te2Zr2
Bi2O2-Ga2Te2
Bi2O2-In2Se2
Al2Te2-Bi2O2
Bi2O2-Ga2Se2
Bi2O2-In2S2
Al2Se2-Ga2Se2
Al2Se2-In2S2
Ga2Te2-In2Se2
Ga2Te2-Se2Tl2
Al2Te2-In2Se2
In2Se2-Se2Tl2
In2S2-In2Se2
In2Te2-Se2Tl2
In2Te2-Te2Tl2
Se2Zr2-Te2Ti2
Ga2S2-Te2Ti2
Ga2S2-Se2Zr2
Al2S2-Cl2Pd2
Br2Sb2-Cl2Sb2
In2S2-S2Ti2
I2Pt2-In2S2
F2Si2-In2S2
Cd2Cl2-In2S2
In2S2-Se2Ti2
Br2Cu2-In2S2
I2Pt2-S2Ti2
Ga2Se2-S2Ti2
S2Ti2-S2Zn2
F2Si2-S2Ti2
Cd2Cl2-S2Ti2
Al2Se2-S2Ti2
S2Ti2-S2Tl2
S2Ti2-Se2Ti2
Br2Cu2-S2Ti2
S2Ti2-Se2Zn2
Cl2Pt2-Te2Zr2
Cl2Pd2-Te2Zr2
Br2Pt2-Te2Zr2
Ga2Se2-I2Pt2
I2Pt2-S2Zn2
F2Si2-I2Pt2
I2Pt2-In2Se2
Br2Cd2-I2Pt2
Cd2Cl2-I2Pt2
I2Pt2-S2Tl2
I2Pt2-Se2Ti2
Br2Cu2-I2Pt2
I2Pt2-Se2Zn2
Cl2Pd2-Cl2Pt2
Cl2Pt2-Te2Ti2
Br2Pt2-Cl2Pt2
Ga2Se2-S2Zn2
F2Si2-Ga2Se2
Cd2Cl2-Ga2Se2
Br2Cu2-Ga2Se2
Br2Pt2-Ga2Se2
F2Pt2-Ir2S2
Ir2S2-Ir2Se2
F2Pd2-Ir2S2
F2Si2-S2Zn2
S2Tl2-S2Zn2
S2Zn2-Se2Ti2
Cl2Ge2-Cu2I2
Cl2Ge2-Ga2Te2
Cl2Ge2-F2Ge2
Cl2Ge2-Hf2Se2
Cl2Ge2-In2Se2
Br2Cd2-Cl2Ge2
Cl2Ge2-I2Zn2
Al2Te2-Cl2Ge2
Cl2Ge2-S2Zr2
Br2Hg2-Cl2Ge2
Cl2Ge2-In2Te2
Cl2Ge2-Se2Tl2
Cl2Ge2-Se2Zn2
Cd2S2-Cl2Ge2
Br2Ge2-Cl2Ge2
Ag2Cl2-Cl2Ge2
Cl2Ge2-Se2Zr2
Cl2Ge2-Te2Zn2
Cl2Ge2-Hf2S2
Cu2I2-Ga2Te2
Cu2I2-F2Ge2
Cu2I2-Hf2Se2
Cu2I2-In2Se2
Br2Cd2-Cu2I2
Cu2I2-S2Tl2
Cu2I2-I2Zn2
Al2Te2-Cu2I2
Cu2I2-Se2Ti2
Br2Hg2-Cu2I2
Cu2I2-Se2Tl2
Cu2I2-Se2Zn2
Cd2S2-Cu2I2
Br2Ge2-Cu2I2
Cu2I2-Se2Zr2
Cu2I2-Te2Zn2
Cu2I2-Hf2S2
F2Ge2-Ga2Te2
Ga2Te2-Hf2Se2
Br2Cd2-Ga2Te2
Ga2Te2-S2Zr2
Ga2Te2-Se2Ti2
Br2Hg2-Ga2Te2
Br2Ge2-Ga2Te2
Ga2Te2-Hf2S2
F2Ge2-In2Se2
Br2Cd2-F2Ge2
F2Ge2-I2Zn2
Cd2I2-F2Ge2
Al2Te2-F2Ge2
F2Ge2-S2Zr2
Br2Hg2-F2Ge2
F2Ge2-In2Te2
Cd2S2-F2Ge2
Br2Ge2-F2Ge2
Ag2Cl2-F2Ge2
F2Ge2-Se2Zr2
F2Ge2-Te2Zn2
F2Ge2-Hf2S2
F2Si2-In2Se2
Br2Cd2-F2Si2
Al2Se2-F2Si2
F2Si2-S2Tl2
F2Si2-Se2Ti2
Br2Cu2-F2Si2
F2Si2-Se2Zn2
Br2Cd2-Hf2Se2
Hf2Se2-I2Zn2
Al2Te2-Hf2Se2
Hf2Se2-S2Zr2
Br2Hg2-Hf2Se2
Ag2Br2-Hf2Se2
Hf2Se2-Se2Tl2
Cd2S2-Hf2Se2
Br2Ge2-Hf2Se2
Ag2Cl2-Hf2Se2
Hf2Se2-Se2Zr2
Hf2S2-Hf2Se2
Cd2Cl2-In2Se2
I2Zn2-In2Se2
In2Se2-Se2Ti2
Br2Hg2-In2Se2
Br2Cu2-In2Se2
Br2Ge2-In2Se2
Hf2S2-In2Se2
Br2Cd2-S2Tl2
Br2Cd2-I2Zn2
Br2Cd2-S2Zr2
Br2Cd2-Br2Hg2
Br2Cd2-Se2Tl2
Br2Cd2-Se2Zn2
Br2Cd2-Br2Ge2
Cd2Cl2-S2Tl2
Cd2Cl2-Se2Ti2
Br2Cu2-Cd2Cl2
Cd2Cl2-Se2Zn2
F2Pd2-F2Pt2
Al2Se2-Cl2Pd2
F2Sn2-Sb2Se2
F2Pd2-Ir2Se2
I2Zn2-S2Tl2
S2Tl2-S2Zr2
Br2Hg2-S2Tl2
Br2Cu2-S2Tl2
S2Tl2-Se2Zn2
I2Zn2-S2Zr2
I2Zn2-Se2Ti2
I2Zn2-Se2Tl2
I2Zn2-Se2Zn2
Cd2S2-I2Zn2
Br2Ge2-I2Zn2
I2Zn2-Se2Zr2
I2Zn2-Te2Zn2
Hf2S2-I2Zn2
Cd2I2-I2In2
Cd2I2-Se2Tl2
Cd2I2-Cd2S2
Br2Ge2-Cd2I2
Ag2Cl2-Cd2I2
Cd2I2-Cd2Se2
Cd2I2-Te2Zn2
Cd2I2-Hg2I2
Cd2I2-Te2Tl2
Al2Te2-S2Zr2
Al2Te2-Se2Ti2
Al2Te2-Br2Hg2
Al2Te2-Se2Zn2
Al2Te2-Hf2S2
I2In2-In2Te2
Cd2S2-I2In2
Ag2Cl2-I2In2
Cd2Se2-I2In2
I2In2-Se2Zr2
I2In2-Te2Zn2
Ag2I2-I2In2
I2In2-Te2Tl2
S2Zr2-Se2Ti2
S2Zr2-Se2Tl2
S2Zr2-Se2Zn2
Br2Ge2-S2Zr2
S2Zr2-Te2Zn2
Hf2S2-S2Zr2
Br2Hg2-Se2Ti2
Br2Cu2-Se2Ti2
Se2Ti2-Se2Zn2
Br2Hg2-Se2Tl2
Br2Hg2-Se2Zn2
Br2Hg2-Cd2S2
Br2Ge2-Br2Hg2
Br2Hg2-Te2Zn2
Br2Hg2-Hf2S2
Ag2Br2-In2Te2
Ag2Br2-Ag2Cl2
Ag2Br2-Cd2Se2
Ag2Br2-Te2Zn2
Ag2Br2-Hg2I2
Ag2Br2-Ag2I2
Ag2Br2-Te2Tl2
Br2Cu2-Se2Zn2
C2F2-C2H2
Cd2S2-In2Te2
Cd2Se2-In2Te2
In2Te2-Te2Zn2
Hg2I2-In2Te2
Bi2Se2-Sb2Se2
Se2Tl2-Se2Zn2
Cd2S2-Se2Tl2
Br2Ge2-Se2Tl2
Ag2Cl2-Se2Tl2
Se2Tl2-Te2Zn2
Hf2S2-Se2Zn2
Cl2Pd2-Te2Ti2
Cl2Pd2-Ga2S2
Br2Ge2-Cd2S2
Ag2Cl2-Cd2S2
Cd2S2-Se2Zr2
Cd2S2-Te2Zn2
Cd2S2-Hf2S2
Ag2Cl2-Br2Ge2
Br2Ge2-Te2Zn2
Ag2Cl2-Se2Zr2
Ag2Cl2-Te2Zn2
Ag2Cl2-Hg2I2
Ag2Cl2-Te2Tl2
Cd2Se2-Se2Zr2
Cd2Se2-Te2Zn2
Cd2Se2-Hg2I2
Ag2I2-Cd2Se2
Cd2Se2-Te2Tl2
Se2Zr2-Te2Zn2
Hg2I2-Se2Zr2
Hg2I2-Te2Zn2
Ag2I2-Cd2Te2
Cd2Te2-Te2Tl2
Ag2I2-Hg2I2
Hg2I2-Te2Tl2
Ag2I2-Te2Tl2
GeSe-OPb
PbTe-SnTe
PbSe-SnTe
GeTe-PbS
GeTe-PbSe
GeTe-SeSn
PbS-SeSn
AuI-BaBr2
AuI-BaCl2
AlN-HfO2
BP-HfO2
AuI-I2Sr
BP-F2Zn
F2Zn-GaN
GaN-O2Zr
GaN-NiS2
AlN-O2Pt
BP-O2Pt
AuI-Br2Sr
AlN-O2Sn
BP-O2Sn
GaN-O2Sn
AuI-I2Pb
BP-O2Pd
BP-S2Si
GaN-S2Si
Al2S2-PdS2
Al2S2-S2Sn
Al2S2-GeS2
Al2S2-HfS2
Al2S2-Cl2Ru
Al2S2-S2Zr
Al2S2-F2Hg
Al2S2-NiSe2
Al2S2-Se2Si
CdCl2-S2Tl2
Br2Hg-S2Tl2
CaCl2-S2Tl2
PtTe2-S2Tl2
I2Zn-S2Tl2
I2Mg-S2Tl2
PbSe2-S2Tl2
Br2Cd-S2Tl2
S2Sn-Te2Zr2
CdCl2-Te2Zr2
Se2Zr-Te2Zr2
Se2Sn-Te2Zr2
PtSe2-Te2Zr2
Br2Zn-Te2Zr2
PdSe2-Te2Zr2
HfS2-Te2Zr2
Br2Mg-Te2Zr2
PbS2-Te2Zr2
Cl2Mg-Te2Zr2
Br2Ru-Te2Zr2
HfSe2-Te2Zr2
S2Zr-Te2Zr2
F2Hg-Te2Zr2
Bi2O2-CdCl2
Bi2O2-Se2Sn
Bi2O2-Cl2Hg
Bi2O2-CaCl2
Bi2O2-Br2Mg
Bi2O2-PbS2
Bi2O2-PtTe2
Bi2O2-I2Zn
Bi2O2-PbSe2
Bi2O2-Br2Cd
Al2Se2-S2Sn
Al2Se2-CdCl2
Al2Se2-Se2Zr
Al2Se2-Se2Sn
Al2Se2-PdSe2
Al2Se2-HfS2
Al2Se2-Br2Mg
Al2Se2-PbS2
Al2Se2-Cl2Mg
Al2Se2-Br2Ru
Al2Se2-HfSe2
Al2Se2-S2Zr
Al2Se2-F2Hg
Br2Ca-Ga2Te2
Br2Hg-Ga2Te2
Cl2Hg-Ga2Te2
Ga2Te2-PtTe2
Ga2Te2-I2Zn
Ga2Te2-I2Mg
Ga2Te2-PbSe2
Br2Hg-In2Se2
Cl2Hg-In2Se2
CaCl2-In2Se2
In2Se2-PtTe2
I2Zn-In2Se2
In2Se2-PbSe2
Al2Te2-Br2Hg
Al2Te2-Cl2Hg
Al2Te2-CaCl2
Al2Te2-PtTe2
Al2Te2-I2Mg
Al2Te2-PbSe2
Al2Te2-Br2Cd
F2Zn-Ga2O2
Ga2O2-O2Pt
Ga2O2-O2Pd
Br2Ca-Se2Tl2
Br2Hg-Se2Tl2
CaCl2-Se2Tl2
Cl2Pb-Se2Tl2
I2Zn-Se2Tl2
HgI2-Se2Tl2
GeI2-Se2Tl2
I2Mg-Se2Tl2
Br2Cd-Se2Tl2
Ga2Se2-S2Sn
Ga2Se2-Se2Zr
Ga2Se2-Se2Sn
Ga2Se2-PdSe2
Br2Mg-Ga2Se2
Br2Ru-Ga2Se2
Ga2Se2-HfSe2
Ga2Se2-S2Zr
Br2Pb-In2Te2
Cl2Pb-In2Te2
HgI2-In2Te2
GeI2-In2Te2
I2Mg-In2Te2
CdF2-Te2Ti2
PdS2-Te2Ti2
PtSe2-Te2Ti2
PdSe2-Te2Ti2
Cl2Zn-Te2Ti2
Cl2Mg-Te2Ti2
Cl2Ru-Te2Ti2
F2Hg-Te2Ti2
NiSe2-Te2Ti2
PtS2-Te2Ti2
Se2Si-Te2Ti2
CdF2-In2O2
In2O2-PdS2
GeS2-In2O2
In2O2-NiS2
In2O2-NiSe2
In2O2-PtS2
In2O2-Se2Si
Al2O2-O2Pd
CdF2-Se2Zr2
PdS2-Se2Zr2
PdSe2-Se2Zr2
Cl2Zn-Se2Zr2
HfS2-Se2Zr2
Cl2Mg-Se2Zr2
Cl2Ru-Se2Zr2
S2Zr-Se2Zr2
NiSe2-Se2Zr2
PtS2-Se2Zr2
Se2Si-Se2Zr2
CdF2-Ga2S2
Ga2S2-S2Sn
Ga2S2-PdSe2
Ga2S2-HfS2
Br2Ru-Ga2S2
Ga2S2-HfSe2
Cl2Ru-Ga2S2
F2Hg-Ga2S2
Ga2S2-NiSe2
Ga2S2-PtS2
Ga2S2-Se2Si
In2S2-Se2Zr
In2S2-Se2Sn
Cl2Hg-In2S2
Br2Mg-In2S2
In2S2-PbS2
Br2Ru-In2S2
HfSe2-In2S2
In2S2-PbSe2
Br2Pb-Te2Tl2
CaI2-Te2Tl2
Cl2Pb-Te2Tl2
HgI2-Te2Tl2
Br2Sr-Te2Tl2
I2Pb-Te2Tl2
Cl2Sr-Te2Tl2
Bi2O2-S2Ti2
Te2Zr2-Te2Zr2
Bi2O2-I2Pt2
Bi2O2-S2Zn2
Bi2O2-Br2Cd2
Bi2O2-Cd2Cl2
Bi2O2-Se2Ti2
Bi2O2-Br2Cu2
Bi2O2-Se2Zn2
BP-OSn
GeSe-S2Sn
GeSe-Se2Zr
GeSe-PtSe2
GeSe-PdSe2
Cl2Zn-GeSe
GeSe-HfS2
GeSe-HfSe2
Cl2Ru-GeSe
GeSe-S2Zr
F2Hg-GeSe
GeSe-NiSe2
CdF2-OPb
OPb-PdS2
OPb-S2Sn
OPb-PdSe2
HfS2-OPb
Cl2Ru-OPb
OPb-S2Zr
F2Hg-OPb
NiSe2-OPb
OPb-Se2Si
Br2Ca-HgSe
Br2Pb-HgSe
CdI2-HgSe
CaI2-HgSe
Cl2Pb-HgSe
HgSe-I2Sn
HgI2-HgSe
GeI2-HgSe
Br2Sr-HgSe
Cl2Sr-HgSe
GeS2-OSn
O2Pb-OSn
HfO2-OSn
NiS2-OSn
O2Sn-OSn
OSn-S2Si
Br2Ca-PbTe
Br2Pb-PbTe
CdI2-PbTe
Cl2Pb-PbTe
HgI2-PbTe
GeI2-PbTe
I2Mg-PbTe
Cl2Sr-PbTe
Br2Hg-SnTe
CaCl2-SnTe
CdI2-SnTe
PtTe2-SnTe
I2Zn-SnTe
I2Mg-SnTe
Br2Cd-SnTe
CdCl2-GeTe
GeTe-Se2Sn
Cl2Hg-GeTe
Br2Zn-GeTe
GeTe-PbS2
GeTe-PtTe2
GeTe-I2Zn
GeTe-PbSe2
BaCl2-HgTe
HgTe-I2Sr
HgTe-I2Sn
Br2Sr-HgTe
HgTe-I2Pb
S2Sn-SSn
CdCl2-SSn
SSn-Se2Zr
SSn-Se2Sn
Br2Zn-SSn
PdSe2-SSn
HfS2-SSn
Br2Mg-SSn
PbS2-SSn
Br2Ru-SSn
HfSe2-SSn
S2Zr-SSn
PbS-Se2Zr
PbS-Se2Sn
Cl2Hg-PbS
Br2Mg-PbS
PbS-PbS2
PbS-PtTe2
PbS-PbSe2
Br2Cd-PbS
GeO-O2Pd
Br2Hg-PbSe
Cl2Hg-PbSe
CaCl2-PbSe
PbSe-PtTe2
I2Zn-PbSe
I2Mg-PbSe
PbSe-PbSe2
Br2Cd-PbSe
Se2Zr-SeSn
Se2Sn-SeSn
Cl2Hg-SeSn
Br2Zn-SeSn
Br2Mg-SeSn
PtTe2-SeSn
Br2Ru-SeSn
HfSe2-SeSn
PbSe2-SeSn
Br2Cd-SeSn
GeS-PdS2
GeS-GeS2
GeS-NiS2
GeS-NiSe2
GeS-PtS2
GeS-Se2Si
GeSe-Te2Zr2
Al2Se2-GeSe
GeSe-Te2Ti2
GeSe-Se2Zr2
Al2S2-OPb
OPb-Te2Ti2
OPb-Se2Zr2
HgSe-In2Te2
HgSe-Te2Tl2
In2O2-OSn
In2Te2-PbTe
S2Tl2-SnTe
Ga2Te2-SnTe
In2Se2-SnTe
Se2Tl2-SnTe
GeTe-S2Tl2
Bi2O2-GeTe
GeTe-In2Se2
Ga2Se2-GeTe
GeTe-In2S2
SSn-Te2Zr2
Ga2Se2-SSn
SSn-Te2Ti2
Ga2S2-SSn
PbS-S2Tl2
Bi2O2-PbS
Ga2Se2-PbS
In2S2-PbS
Al2O2-GeO
Bi2O2-PbSe
Ga2Te2-PbSe
In2Se2-PbSe
PbSe-Se2Tl2
S2Tl2-SeSn
Bi2O2-SeSn
Al2Se2-SeSn
Ga2Se2-SeSn
Al2S2-GeS
GeS-Te2Ti2
GeS-In2O2
GeS-Se2Zr2
Cl2Pd2-GeSe
Cl2Pt2-OPb
Cl2Pd2-OPb
Cd2I2-HgSe
HgSe-I2In2
Ag2Br2-HgSe
Cd2S2-HgSe
Ag2Cl2-HgSe
Cd2Se2-HgSe
HgSe-Te2Zn2
Hg2I2-HgSe
Ag2I2-HgSe
Ir2S2-OSn
F2Pt2-OSn
Ir2Se2-OSn
F2Pd2-OSn
Cl2Ge2-PbTe
Cu2I2-PbTe
F2Ge2-PbTe
Hf2Se2-PbTe
I2Zn2-PbTe
I2In2-PbTe
PbTe-S2Zr2
Ag2Br2-PbTe
Cd2S2-PbTe
Br2Ge2-PbTe
Ag2Cl2-PbTe
Cd2Se2-PbTe
PbTe-Te2Zn2
Hg2I2-PbTe
Cl2Ge2-SnTe
F2Ge2-SnTe
Hf2Se2-SnTe
S2Zr2-SnTe
Se2Ti2-SnTe
Br2Hg2-SnTe
Se2Zn2-SnTe
Cd2S2-SnTe
Br2Ge2-SnTe
SnTe-Te2Zn2
Hf2S2-SnTe
GeTe-S2Ti2
GeTe-I2Pt2
F2Si2-GeTe
Br2Cd2-GeTe
Cd2Cl2-GeTe
GeTe-Se2Ti2
GeTe-Se2Zn2
HgTe-Sb2Se2
Cd2Te2-HgTe
Ag2I2-HgTe
Cl2Pd2-SSn
Br2Pt2-SSn
PbS-S2Ti2
I2Pt2-PbS
PbS-S2Zn2
F2Si2-PbS
Br2Cd2-PbS
PbS-Se2Ti2
Br2Cu2-PbS
PbSe-S2Ti2
I2Pt2-PbSe
PbSe-S2Zn2
Cl2Ge2-PbSe
Cu2I2-PbSe
F2Si2-PbSe
Cd2Cl2-PbSe
PbSe-Se2Ti2
Br2Hg2-PbSe
Br2Cu2-PbSe
Hf2S2-PbSe
S2Ti2-SeSn
I2Pt2-SeSn
S2Zn2-SeSn
Cd2Cl2-SeSn
Se2Ti2-SeSn
Br2Cu2-SeSn
F2Pt2-GeS
GeS-Ir2Se2
BP-S2W
GaN-S2W
AlN-MoS2
GaN-MoS2
BP-Cl2Ti
Cl2Ti-GaN
Cl2Hf-GaN
BP-Se2W
BP-MoSe2
GaN-MoSe2
AlN-CrSe2
BP-CrSe2
CrSe2-GaN
CdCl2-HfTe2
HfTe2-Se2Zr
HfTe2-Se2Sn
Cl2Hg-HfTe2
Br2Zn-HfTe2
Br2Ru-HfTe2
Br2Cd-HfTe2
CdF2-MoTe2
MoTe2-PdS2
HfS2-MoTe2
Cl2Mg-MoTe2
Cl2Ru-MoTe2
MoTe2-S2Zr
MoTe2-NiSe2
MoTe2-PtS2
MoTe2-Se2Si
Br2Ti-PdS2
Br2Ti-GeS2
Br2Ti-O2Pb
Br2Ti-Cl2Ru
Br2Ti-NiSe2
Br2Ti-PtS2
F2Zn-S2W
O2Pt-S2W
O2Sn-S2W
O2Pd-S2W
S2Si-S2W
CdF2-CrTe2
CrTe2-PdS2
CrTe2-O2Pb
Cl2Zn-CrTe2
CrTe2-NiS2
Cl2Ru-CrTe2
CrTe2-NiSe2
CrTe2-PtS2
CrTe2-Se2Si
Br2Hf-CdF2
Br2Hf-GeS2
Br2Hf-Cl2Zn
Br2Hf-Cl2Ru
Br2Hf-NiSe2
Br2Hf-PtS2
Br2Hf-Se2Si
CdCl2-I2Zr
I2Zr-Se2Zr
I2Zr-Se2Sn
Br2Zn-I2Zr
Br2Mg-I2Zr
Br2Ru-I2Zr
HfO2-MoS2
MoS2-O2Pt
MoS2-O2Sn
MoS2-O2Pd
CdCl2-Te2Zr
Se2Zr-Te2Zr
Se2Sn-Te2Zr
Cl2Hg-Te2Zr
Br2Zn-Te2Zr
Br2Mg-Te2Zr
Br2Ru-Te2Zr
Br2Cd-Te2Zr
Cl2Ti-O2Pb
Cl2Ti-HfO2
Cl2Ti-O2Zr
Cl2Ti-NiS2
Cl2Ti-S2Si
CrS2-F2Zn
CrS2-O2Pt
CrS2-O2Pd
Cl2Hf-O2Pb
Cl2Hf-HfO2
Cl2Hf-O2Zr
Cl2Hf-O2Sn
Cl2Hf-S2Si
H2Ti-NiO2
GeO2-H2Ti
GeS2-Se2W
HfO2-Se2W
NiS2-Se2W
O2Sn-Se2W
S2Si-Se2W
Br2Zr-CdF2
Br2Zr-S2Sn
Br2Zr-Cl2Zn
Br2Zr-HfS2
Br2Zr-Cl2Ru
Br2Zr-S2Zr
Br2Zr-NiSe2
Br2Zr-PtS2
I2Ti-S2Sn
CdCl2-I2Ti
I2Ti-Se2Zr
I2Ti-PtSe2
Br2Zn-I2Ti
HfS2-I2Ti
Br2Mg-I2Ti
Cl2Mg-I2Ti
Br2Ru-I2Ti
F2Hg-I2Ti
CdF2-Se2Ti
PdS2-Se2Ti
GeS2-Se2Ti
O2Pb-Se2Ti
Cl2Zn-Se2Ti
Cl2Ru-Se2Ti
NiSe2-Se2Ti
Se2Si-Se2Ti
F2Ti-GeO2
GeS2-MoSe2
HfO2-MoSe2
MoSe2-NiS2
MoSe2-O2Sn
MoSe2-S2Si
S2Sn-Te2Ti
Se2Zr-Te2Ti
Se2Sn-Te2Ti
PtSe2-Te2Ti
Br2Zn-Te2Ti
Cl2Zn-Te2Ti
HfS2-Te2Ti
Br2Mg-Te2Ti
