avg_lattice_param
4.70972457
4.51795086
4.348357505
4.2022328
4.404189585
4.66393534
4.149473975
4.584510079999999
3.185006205
4.802315085
4.30502044
4.46099398
3.26495748
3.95521174
3.5548408350000003
3.4097737500000003
3.49773773
3.96180759
2.805307975
3.55618279
3.70680382
3.4571613
3.5761348450000003
3.74703156
4.220971255
4.299571945
4.140431515
4.10265575
3.76484772
3.83147405
3.874187215
3.201136615
3.77318364
3.71059296
4.219032205
4.265871795
3.586253565
3.612906885
4.38160726
3.532751665
3.61783325
3.674068835
3.68911392
3.823929815
4.068615215
4.17530194
3.723509755
3.33551519
3.92941802
3.19963358
3.938764215
4.028035555
4.172498044999999
4.358418390000001
3.629005955
3.667226715
3.738178255
3.353508205
3.70369856
4.007513995
3.719768695
3.637720435
3.5507040300000003
3.61638453
3.61466637
4.122761545
3.763201535
3.711524345
3.869485205
4.01688842
4.168976369999999
3.92105354
3.927343385
3.93763244
3.99896567
4.18615705
4.170048319999999
4.09446803
4.028438295
4.391047235
3.61475752
3.99740199
3.64362907
3.857419775
4.11189635
4.231987845
3.938186605
4.080010625
4.118262665
3.86214594
3.77419203
4.1619572300000005
4.185448409999999
4.417460965
4.487945025
4.45637238
4.46713188
4.374762394999999
4.390742385
4.742576625
4.384071955
4.385521895
4.426465675
4.487640175
3.70603605
4.31666697
4.25797237
4.23972957
4.333254365
4.32340735
4.29748081
4.1400160150000005
4.07296393
4.126105884999999
3.400071785
4.939554195
4.051336685
4.10447864
4.363193900000001
4.19036336
4.18730183
4.255411005
4.260409225
4.094840885
4.252386155
4.379760615
4.31481527
4.18855586
3.71225077
4.286961935
4.19820658
3.54062733
3.70912871
4.01344791
4.393868435
3.261436955
3.242320105
3.13971475
3.20814551
3.114207325
3.628465465
3.76299068
4.13392178
4.140806639999999
3.1936654950000003
4.273510355
3.78634799
4.334285485
4.416320799999999
3.696793865
3.659126625
3.856320855
4.543450275
3.54805692
3.5914401
3.578818675
4.02572395
3.78791412
4.096146015
4.06816045
4.10760099
3.1762055
3.862017605
3.81127143
4.347119494999999
3.599361115
3.62210126
3.663799665
3.90706703
3.98830536
3.83621776
3.652074675
3.63018747
3.645232555
3.42124739
2.9399624500000003
3.64584576
3.6274362
3.96517764
3.4161511
3.59108624
3.96031381
3.424201495
3.30553218
4.761904015
3.60980532
3.73216151
3.66957083
3.595894435
3.6329198
3.30571746
4.235741754999999
4.2366066
3.913493635
4.64017734
3.7124836
3.924356375
3.8736102
3.543607885
3.723308205
3.61992404
3.58327301
4.002764975
3.75015084
4.024504075
2.95731891
3.90320448
3.500224705
3.540754925
3.86914587
3.7055892
3.877404635
3.445277375
3.071884195
3.625110575
3.655771735
3.619120705
4.14404178
3.76488132
4.011679065
4.096544825
3.91067208
4.27327124
4.06761769
4.138502669999999
3.93303554
3.648781855
3.711188835
4.36239557
4.174882805
4.182197235
3.94805076
3.691694625
3.940591435
4.01221372
4.091005715
4.13470028
4.07654831
3.83148563
4.251587825
4.824461964999999
4.1365537
3.925556595
3.09107697
3.160268175
3.19994513
3.2937262350000003
3.89643194
3.534459015
3.232297115
3.57313365
3.53545942
3.220187005
3.22738118
3.16445278
3.226441435
3.24443445
3.293911515
3.61760754
3.2942826
2.868947095
3.723040415
3.61150097
3.96257556
3.49547542
3.603264615
3.4920762400000003
3.41284397
3.49014142
3.456863205
3.526792135
3.45120177
3.76250876
3.78866084
3.75566664
3.96917141
3.24926793
3.396469075
3.351511855
3.360610295
3.55784203
3.502923945
3.61071314
3.535264175
3.81688239
3.72559778
2.842383695
3.36098138
3.57779281
3.53964555
3.56569876
3.597701875
3.983391675
3.942827215
3.45616233
3.455224345
3.47023519
3.788871695
3.871798055
3.949423065
3.394830215
3.841729195
4.633650885
3.92070001
4.111536395
4.14906131
4.02504698
4.010589575
4.483741565
4.554225625
4.35058824
4.420613025
4.352167295
4.394561015000001
4.42219208
4.201820135
4.26992931
4.14791653
4.15523096
4.651069485
4.39328681
4.409853525
4.39298196
4.243578145
4.31168732
4.179691425
4.409913120000001
4.497268745
4.394865865
4.468236975
4.478996475000001
4.200675355
3.44610548
3.920219775
3.3355245900000003
4.251601215
4.227930185
3.3707005050000003
4.187714495
4.254725615
3.355514005
4.342578085
3.84342057
3.718631785
3.451704035
3.307087515
3.70225144
3.72074746
3.401068045
3.35227047
3.491813335
3.606804125
3.0292145
3.33118365
3.60814608
3.44922774
3.546551725
3.8890874
3.57760162
3.762598295
2.52459994
2.55296324
3.25512502
4.85480978
3.652136745
3.86036215
3.865088315
4.199493264999999
4.141341295
4.35130297
4.38851096
4.376541795
4.268357805
3.714543725
4.3899609
3.689803985
3.61511138
3.602489955
3.911108325
3.992346655
4.238712995
4.12373217
4.10206188
3.91583449
4.257996589999999
4.126847075
4.35066552
4.161257085
3.926123545
4.007361875
3.610867255
4.26143279
4.3936966900000005
4.358227985
3.82788058
3.777134405
3.8913792
4.182754655
3.39711768
3.405168075
3.458180585
3.324035165
4.25985001
4.128700495
3.63075444
3.605043745
4.145609125
4.123938835000001
3.1752071
3.242134825
3.1337466650000003
3.174363365
